county,precinct,office,district,party,candidate,votes
Bristol,Barrington 0103,Delegate for Clinton,1,Democratic,Deborah L. Ruggiero,167
Bristol,Barrington 0103,Delegate for Clinton,1,Democratic,Myrth York,196
Bristol,Barrington 0103,Delegate for Clinton,1,Democratic,Andrew W. Moore,74
Bristol,Barrington 0103,Delegate for Clinton,1,Democratic,Sue Eckert Sawoski,139
Bristol,Barrington 0103,Delegate for Clinton,1,Democratic,"Joseph Robert Paolino, III",111
Bristol,Barrington 0103,Delegate for Clinton,1,Democratic,H. Claiborne Pell,220
Bristol,Barrington 0103,Delegate for Clinton,1,Democratic,June S. Speakman,221
Bristol,Barrington 0103,Delegate for Clinton,1,Democratic,Joan Panichas Milas,97
Bristol,Barrington 0103,Delegate for Clinton,1,Democratic,Jacqueline Marie Paolino,133
Bristol,Barrington 0103,Delegate for Clinton,1,Democratic,Colleen A. Callahan,154
Bristol,Barrington 0103,Delegate for Clinton,1,Democratic,"Frederick W. Hoppe, JR.",41
Bristol,Barrington 0103,Delegate for Clinton,1,Democratic,Overvotes,48
Bristol,Barrington 0103,Delegate for Clinton,1,Democratic,Undervotes,549
Bristol,Barrington 0103,President,,Republican,Donald J. Trump,124
Bristol,Barrington 0103,President,,Republican,Ted Cruz,25
Bristol,Barrington 0103,President,,Republican,John R. Kasich,153
Bristol,Barrington 0103,President,,Republican,Marco Rubio,4
Bristol,Barrington 0103,President,,Republican,Uncommitted,0
Bristol,Barrington 0103,President,,Republican,Overvotes,0
Bristol,Barrington 0103,President,,Republican,Undervotes,0
Bristol,Barrington 0103,Congressional Delegate,1,Republican,Edward J. O'Neill (Trump),134
Bristol,Barrington 0103,Congressional Delegate,1,Republican,Giovanni D. Cicione (Cruz),60
Bristol,Barrington 0103,Congressional Delegate,1,Republican,Eileen M. Olson  (Cruz),29
Bristol,Barrington 0103,Congressional Delegate,1,Republican,Thomas M. Dickinson (Kasich),151
Bristol,Barrington 0103,Congressional Delegate,1,Republican,Chad R. Mollica (Kasich),152
Bristol,Barrington 0103,Congressional Delegate,1,Republican,"John A. Pagliarni, Jr. (Rubio)",20
Bristol,Barrington 0103,Congressional Delegate,1,Republican,Lisa L. Bell (Rubio),21
Bristol,Barrington 0103,Congressional Delegate,1,Republican,David B. Talan (Rubio),12
Bristol,Barrington 0103,Congressional Delegate,1,Republican,Anthony G. Spiratos (Uncommitted),55
Bristol,Barrington 0103,Congressional Delegate,1,Republican,Overvotes,0
Bristol,Barrington 0103,Congressional Delegate,1,Republican,Undervotes,290
Bristol,Barrington 0103,Statewide Delegate,,Republican,"Edward J. Doura, Jr. (Trump)",52
Bristol,Barrington 0103,Statewide Delegate,,Republican,Kathleen S. Odell (Trump),58
Bristol,Barrington 0103,Statewide Delegate,,Republican,Lacey McGreevy (Trump),50
Bristol,Barrington 0103,Statewide Delegate,,Republican,Frank W. LaFazia (Trump),44
Bristol,Barrington 0103,Statewide Delegate,,Republican,Debra Zarrella (Trump),54
Bristol,Barrington 0103,Statewide Delegate,,Republican,Rebecca Schiff (Trump),60
Bristol,Barrington 0103,Statewide Delegate,,Republican,Eileen G. Grossman (Trump),62
Bristol,Barrington 0103,Statewide Delegate,,Republican,Andrew G. Webb (Trump),44
Bristol,Barrington 0103,Statewide Delegate,,Republican,Susan Iannitelli (Trump),45
Bristol,Barrington 0103,Statewide Delegate,,Republican,Stacia Huyler (Trump),37
Bristol,Barrington 0103,Statewide Delegate,,Republican,"F. William Pennoyver, IV (Trump)",24
Bristol,Barrington 0103,Statewide Delegate,,Republican,Doreen Marie Costa (Trump),42
Bristol,Barrington 0103,Statewide Delegate,,Republican,Martha A. Stamp (Trump),37
Bristol,Barrington 0103,Statewide Delegate,,Republican,Louis P. Paolino (Trump),43
Bristol,Barrington 0103,Statewide Delegate,,Republican,Elizabeth Ann Leach (Trump),30
Bristol,Barrington 0103,Statewide Delegate,,Republican,Armand T. Lusi (Trump),16
Bristol,Barrington 0103,Statewide Delegate,,Republican,Marie E. Issa (Trump),23
Bristol,Barrington 0103,Statewide Delegate,,Republican,Linda A. Steere Larson (Trump),18
Bristol,Barrington 0103,Statewide Delegate,,Republican,David E. Watson (Trump),36
Bristol,Barrington 0103,Statewide Delegate,,Republican,Mary E. Marcello (Trump),19
Bristol,Barrington 0103,Statewide Delegate,,Republican,Sean M. Todd (Trump),28
Bristol,Barrington 0103,Statewide Delegate,,Republican,Erica A. Marsland (Trump),14
Bristol,Barrington 0103,Statewide Delegate,,Republican,Michael J. Picillo (Trump),19
Bristol,Barrington 0103,Statewide Delegate,,Republican,Robert B. Bolton (Trump),20
Bristol,Barrington 0103,Statewide Delegate,,Republican,"Gerald P. Zarrella, Sr. (Trump)",20
Bristol,Barrington 0103,Statewide Delegate,,Republican,Susan Applegate-Lockridge (Trump),23
Bristol,Barrington 0103,Statewide Delegate,,Republican,Donna M. Marsland (Trump),5
Bristol,Barrington 0103,Statewide Delegate,,Republican,Marilyn Cocozza Trillo (Trump),34
Bristol,Barrington 0103,Statewide Delegate,,Republican,Patrick M. Mannix (Trump),12
Bristol,Barrington 0103,Statewide Delegate,,Republican,Frank R. Palin (Trump),30
Bristol,Barrington 0103,Statewide Delegate,,Republican,Emily L. Kus (Cruz),18
Bristol,Barrington 0103,Statewide Delegate,,Republican,"Robert D. Sullivan, III (Cruz)",20
Bristol,Barrington 0103,Statewide Delegate,,Republican,Russell C. Hryzan (Cruz),23
Bristol,Barrington 0103,Statewide Delegate,,Republican,Karina E. Rapoza (Cruz),20
Bristol,Barrington 0103,Statewide Delegate,,Republican,Mark Smiley (Cruz),24
Bristol,Barrington 0103,Statewide Delegate,,Republican,Ernest A. Greco (Cruz),22
Bristol,Barrington 0103,Statewide Delegate,,Republican,Gina M. Catalano (Cruz),26
Bristol,Barrington 0103,Statewide Delegate,,Republican,Darlene E. Dame (Cruz),16
Bristol,Barrington 0103,Statewide Delegate,,Republican,Lester R. Olson (Cruz),18
Bristol,Barrington 0103,Statewide Delegate,,Republican,John I. Donovan (Cruz),19
Bristol,Barrington 0103,Statewide Delegate,,Republican,John J. Evers (Cruz),5
Bristol,Barrington 0103,Statewide Delegate,,Republican,Grant A. Van Eck (Cruz),7
Bristol,Barrington 0103,Statewide Delegate,,Republican,Mary D. Fitzhugh (Cruz),10
Bristol,Barrington 0103,Statewide Delegate,,Republican,William K. White (Kasich),98
Bristol,Barrington 0103,Statewide Delegate,,Republican,Akilah J. Keita (Kasich),73
Bristol,Barrington 0103,Statewide Delegate,,Republican,Nicholas D. Kettle (Kasich),75
Bristol,Barrington 0103,Statewide Delegate,,Republican,Robert J. Durant (Kasich),81
Bristol,Barrington 0103,Statewide Delegate,,Republican,Dawson Tucker Hodgson (Kasich),88
Bristol,Barrington 0103,Statewide Delegate,,Republican,Geoffrey E. Grove (Kasich),87
Bristol,Barrington 0103,Statewide Delegate,,Republican,"Robert H. Breslin, Jr. (Kasich)",71
Bristol,Barrington 0103,Statewide Delegate,,Republican,"Caswell Cooke, Jr. (Kasich)",59
Bristol,Barrington 0103,Statewide Delegate,,Republican,Christine M. Misto (Kasich),80
Bristol,Barrington 0103,Statewide Delegate,,Republican,John R. Gowell (Kasich),58
Bristol,Barrington 0103,Statewide Delegate,,Republican,Edward F. Hanley (Kasich),54
Bristol,Barrington 0103,Statewide Delegate,,Republican,Daniel S. Harrop (Kasich),50
Bristol,Barrington 0103,Statewide Delegate,,Republican,Robert J. Ferri (Kasich),37
Bristol,Barrington 0103,Statewide Delegate,,Republican,Paul L. Dion (Kasich),33
Bristol,Barrington 0103,Statewide Delegate,,Republican,Tina M. Walker (Kasich),53
Bristol,Barrington 0103,Statewide Delegate,,Republican,Meg Niemann Durant (Kasich),54
Bristol,Barrington 0103,Statewide Delegate,,Republican,James E. Walker (Kasich),49
Bristol,Barrington 0103,Statewide Delegate,,Republican,"William K. Wray, Sr. (Rubio)",5
Bristol,Barrington 0103,Statewide Delegate,,Republican,Martha L. Wallick (Rubio),21
Bristol,Barrington 0103,Statewide Delegate,,Republican,Thomas E. Rogers (Rubio),3
Bristol,Barrington 0103,Statewide Delegate,,Republican,Marion E. O'Brien (Rubio),4
Bristol,Barrington 0103,Statewide Delegate,,Republican,Sandra E. Morse (Rubio),5
Bristol,Barrington 0103,Statewide Delegate,,Republican,Allan W. Fung (Rubio),15
Bristol,Barrington 0103,Statewide Delegate,,Republican,Matthew Louis Fabisch (Rubio),2
Bristol,Barrington 0103,Statewide Delegate,,Republican,Alfred J. Passarelli (Rubio),3
Bristol,Barrington 0103,Statewide Delegate,,Republican,Kirk S. Jordan (Rubio),3
Bristol,Barrington 0103,Statewide Delegate,,Republican,Carlos E. Lopez (Rubio),2
Bristol,Barrington 0103,Statewide Delegate,,Republican,Susan F. Lancellotta (Rubio),4
Bristol,Barrington 0103,Statewide Delegate,,Republican,Jason R. Masterson (Rubio),1
Bristol,Barrington 0103,Statewide Delegate,,Republican,Robert A. Nardolillo (Rubio),1
Bristol,Barrington 0103,Statewide Delegate,,Republican,Patrick M. McCarthy (Rubio),0
Bristol,Barrington 0103,Statewide Delegate,,Republican,David R. Kanig (Rubio),1
Bristol,Barrington 0103,Statewide Delegate,,Republican,Marco Capaldi (Rubio),1
Bristol,Barrington 0103,Statewide Delegate,,Republican,Patrick Sweeney (Rubio),7
Bristol,Barrington 0103,Statewide Delegate,,Republican,Gary S. Sasse (Rubio),7
Bristol,Barrington 0103,Statewide Delegate,,Republican,"Francis T. Maher, Jr. (Rubio)",4
Bristol,Barrington 0103,Statewide Delegate,,Republican,Paula A. Smith (Rubio),4
Bristol,Barrington 0103,Statewide Delegate,,Republican,Giovanni Feroce (Rubio),3
Bristol,Barrington 0103,Statewide Delegate,,Republican,Daniel Patrick Reilly (Rubio),2
Bristol,Barrington 0103,Statewide Delegate,,Republican,Scott B. Klimaj (Rubio),0
Bristol,Barrington 0103,Statewide Delegate,,Republican,Stephen A. Mello (Rubio),1
Bristol,Barrington 0103,Statewide Delegate,,Republican,Hasan Alsawaf (Rubio),1
Bristol,Barrington 0103,Statewide Delegate,,Republican,Luis A. Vargas (Rubio),3
Bristol,Barrington 0103,Statewide Delegate,,Republican,Anthony W. Lancellotta (Rubio),1
Bristol,Barrington 0103,Statewide Delegate,,Republican,Michael W. Favicchio (Rubio),1
Bristol,Barrington 0103,Statewide Delegate,,Republican,Randall A. Jackvony (Rubio),2
Bristol,Barrington 0103,Statewide Delegate,,Republican,William M. Brennen (Rubio),1
Bristol,Barrington 0103,Statewide Delegate,,Republican,Jerome L. Missel (Rubio),0
Bristol,Barrington 0103,Statewide Delegate,,Republican,Margaret B. Rogers (Rubio),3
Bristol,Barrington 0103,Statewide Delegate,,Republican,Christopher W. Stanley (Rubio),2
Bristol,Barrington 0103,Statewide Delegate,,Republican,Elliot Caldwell (Uncommitted),11
Bristol,Barrington 0103,Statewide Delegate,,Republican,Overvotes,30
Bristol,Barrington 0103,Statewide Delegate,,Republican,Undervotes,599
Bristol,Barrington 0104,President,,Democratic,Mark Stewart,0
Bristol,Barrington 0104,President,,Democratic,Bernie Sanders,299
Bristol,Barrington 0104,President,,Democratic,Uncommitted,3
Bristol,Barrington 0104,President,,Democratic,"Roque ""Rocky""  De La Fuente",1
Bristol,Barrington 0104,President,,Democratic,Hillary Clinton,316
Bristol,Barrington 0104,President,,Democratic,Overvotes,0
Bristol,Barrington 0104,President,,Democratic,Undervotes,15
Bristol,Barrington 0104,Delegate for Sanders,1,Democratic,Roland C. Gauvin,254
Bristol,Barrington 0104,Delegate for Sanders,1,Democratic,Walter M. Conklin,254
Bristol,Barrington 0104,Delegate for Sanders,1,Democratic,Hilary G. Stookey,254
Bristol,Barrington 0104,Delegate for Sanders,1,Democratic,Robert K. Goldman,251
Bristol,Barrington 0104,Delegate for Sanders,1,Democratic,Jesse D. Crichton,244
Bristol,Barrington 0104,Delegate for Sanders,1,Democratic,Linda L. Ujifusa,251
Bristol,Barrington 0104,Delegate for Sanders,1,Democratic,Amanda Montgomery,256
Bristol,Barrington 0104,Delegate for Sanders,1,Democratic,Laura Perez,251
Bristol,Barrington 0104,Delegate for Sanders,1,Democratic,Overvotes,0
Bristol,Barrington 0104,Delegate for Sanders,1,Democratic,Undervotes,441
Bristol,Barrington 0104,Delegate for Uncommitted,1,Democratic,Emalee Ann Lally,1
Bristol,Barrington 0104,Delegate for Uncommitted,1,Democratic,J. Mark Ryan,1
Bristol,Barrington 0104,Delegate for Uncommitted,1,Democratic,Caitlin E. Howle,1
Bristol,Barrington 0104,Delegate for Uncommitted,1,Democratic,Beth F. Adamo,1
Bristol,Barrington 0104,Delegate for Uncommitted,1,Democratic,Overvotes,0
Bristol,Barrington 0104,Delegate for Uncommitted,1,Democratic,Undervotes,20
Bristol,Barrington 0104,Delegate for Clinton,1,Democratic,Brett P. Smiley,154
Bristol,Barrington 0104,Delegate for Clinton,1,Democratic,Kate G. Weymouth,225
Bristol,Barrington 0104,Delegate for Clinton,1,Democratic,Deborah L. Ruggiero,162
Bristol,Barrington 0104,Delegate for Clinton,1,Democratic,Myrth York,193
Bristol,Barrington 0104,Delegate for Clinton,1,Democratic,Andrew W. Moore,94
Bristol,Barrington 0104,Delegate for Clinton,1,Democratic,Sue Eckert Sawoski,123
Bristol,Barrington 0104,Delegate for Clinton,1,Democratic,"Joseph Robert Paolino, III",124
Bristol,Barrington 0104,Delegate for Clinton,1,Democratic,H. Claiborne Pell,215
Bristol,Barrington 0104,Delegate for Clinton,1,Democratic,June S. Speakman,212
Bristol,Barrington 0104,Delegate for Clinton,1,Democratic,Joan Panichas Milas,91
Bristol,Barrington 0104,Delegate for Clinton,1,Democratic,Jacqueline Marie Paolino,131
Bristol,Barrington 0104,Delegate for Clinton,1,Democratic,Colleen A. Callahan,139
Bristol,Barrington 0104,Delegate for Clinton,1,Democratic,"Frederick W. Hoppe, JR.",57
Bristol,Barrington 0104,Delegate for Clinton,1,Democratic,Overvotes,8
Bristol,Barrington 0104,Delegate for Clinton,1,Democratic,Undervotes,656
Bristol,Barrington 0104,President,,Republican,Donald J. Trump,173
Bristol,Barrington 0104,President,,Republican,Ted Cruz,23
Bristol,Barrington 0104,President,,Republican,John R. Kasich,158
Bristol,Barrington 0104,President,,Republican,Marco Rubio,3
Bristol,Barrington 0104,President,,Republican,Uncommitted,5
Bristol,Barrington 0104,President,,Republican,Overvotes,0
Bristol,Barrington 0104,President,,Republican,Undervotes,1
Bristol,Barrington 0104,Congressional Delegate,1,Republican,Edward J. O'Neill (Trump),172
Bristol,Barrington 0104,Congressional Delegate,1,Republican,Giovanni D. Cicione (Cruz),54
Bristol,Barrington 0104,Congressional Delegate,1,Republican,Eileen M. Olson  (Cruz),35
Bristol,Barrington 0104,Congressional Delegate,1,Republican,Thomas M. Dickinson (Kasich),152
Bristol,Barrington 0104,Congressional Delegate,1,Republican,Chad R. Mollica (Kasich),158
Bristol,Barrington 0104,Congressional Delegate,1,Republican,"John A. Pagliarni, Jr. (Rubio)",23
Bristol,Barrington 0104,Congressional Delegate,1,Republican,Lisa L. Bell (Rubio),27
Bristol,Barrington 0104,Congressional Delegate,1,Republican,David B. Talan (Rubio),8
Bristol,Barrington 0104,Congressional Delegate,1,Republican,Anthony G. Spiratos (Uncommitted),71
Bristol,Barrington 0104,Congressional Delegate,1,Republican,Overvotes,0
Bristol,Barrington 0104,Congressional Delegate,1,Republican,Undervotes,389
Bristol,Barrington 0104,Statewide Delegate,,Republican,"Edward J. Doura, Jr. (Trump)",66
Bristol,Barrington 0104,Statewide Delegate,,Republican,Kathleen S. Odell (Trump),67
Bristol,Barrington 0104,Statewide Delegate,,Republican,Lacey McGreevy (Trump),57
Bristol,Barrington 0104,Statewide Delegate,,Republican,Frank W. LaFazia (Trump),66
Bristol,Barrington 0104,Statewide Delegate,,Republican,Debra Zarrella (Trump),73
Bristol,Barrington 0104,Statewide Delegate,,Republican,Rebecca Schiff (Trump),59
Bristol,Barrington 0104,Statewide Delegate,,Republican,Eileen G. Grossman (Trump),51
Bristol,Barrington 0104,Statewide Delegate,,Republican,Andrew G. Webb (Trump),59
Bristol,Barrington 0104,Statewide Delegate,,Republican,Susan Iannitelli (Trump),67
Bristol,Barrington 0104,Statewide Delegate,,Republican,Stacia Huyler (Trump),37
Bristol,Barrington 0104,Statewide Delegate,,Republican,"F. William Pennoyver, IV (Trump)",30
Bristol,Barrington 0104,Statewide Delegate,,Republican,Doreen Marie Costa (Trump),66
Bristol,Barrington 0104,Statewide Delegate,,Republican,Martha A. Stamp (Trump),47
Bristol,Barrington 0104,Statewide Delegate,,Republican,Louis P. Paolino (Trump),58
Bristol,Barrington 0104,Statewide Delegate,,Republican,Elizabeth Ann Leach (Trump),26
Bristol,Barrington 0104,Statewide Delegate,,Republican,Armand T. Lusi (Trump),31
Bristol,Barrington 0104,Statewide Delegate,,Republican,Marie E. Issa (Trump),24
Bristol,Barrington 0104,Statewide Delegate,,Republican,Linda A. Steere Larson (Trump),24
Bristol,Barrington 0104,Statewide Delegate,,Republican,David E. Watson (Trump),42
Bristol,Barrington 0104,Statewide Delegate,,Republican,Mary E. Marcello (Trump),39
Bristol,Barrington 0104,Statewide Delegate,,Republican,Sean M. Todd (Trump),41
Bristol,Barrington 0104,Statewide Delegate,,Republican,Erica A. Marsland (Trump),14
Bristol,Barrington 0104,Statewide Delegate,,Republican,Michael J. Picillo (Trump),34
Bristol,Barrington 0104,Statewide Delegate,,Republican,Robert B. Bolton (Trump),41
Bristol,Barrington 0104,Statewide Delegate,,Republican,"Gerald P. Zarrella, Sr. (Trump)",44
Bristol,Barrington 0104,Statewide Delegate,,Republican,Susan Applegate-Lockridge (Trump),16
Bristol,Barrington 0104,Statewide Delegate,,Republican,Donna M. Marsland (Trump),5
Bristol,Barrington 0104,Statewide Delegate,,Republican,Marilyn Cocozza Trillo (Trump),49
Bristol,Barrington 0104,Statewide Delegate,,Republican,Patrick M. Mannix (Trump),26
Bristol,Barrington 0104,Statewide Delegate,,Republican,Frank R. Palin (Trump),40
Bristol,Barrington 0104,Statewide Delegate,,Republican,Emily L. Kus (Cruz),14
Bristol,Barrington 0104,Statewide Delegate,,Republican,"Robert D. Sullivan, III (Cruz)",21
Bristol,Barrington 0104,Statewide Delegate,,Republican,Russell C. Hryzan (Cruz),14
Bristol,Barrington 0104,Statewide Delegate,,Republican,Karina E. Rapoza (Cruz),19
Bristol,Barrington 0104,Statewide Delegate,,Republican,Mark Smiley (Cruz),21
Bristol,Barrington 0104,Statewide Delegate,,Republican,Ernest A. Greco (Cruz),14
Bristol,Barrington 0104,Statewide Delegate,,Republican,Gina M. Catalano (Cruz),19
Bristol,Barrington 0104,Statewide Delegate,,Republican,Darlene E. Dame (Cruz),14
Bristol,Barrington 0104,Statewide Delegate,,Republican,Lester R. Olson (Cruz),16
Bristol,Barrington 0104,Statewide Delegate,,Republican,John I. Donovan (Cruz),14
