,office,district,candidate,party,parent_jurisdiction,jurisdiction,votes,absentee_votes,,
95342,US PRESIDENT,,Jill Stein (Write-In),,ANSON,LILE,,,,
95343,US PRESIDENT,,Jill Stein (Write-In),,ANSON,ONE STOP,,,,
95344,US PRESIDENT,,Jill Stein (Write-In),,ANSON,ABSENTEE,,,,
95345,US PRESIDENT,,Jill Stein (Write-In),,ANSON,POLK,,,,
95346,US PRESIDENT,,Jill Stein (Write-In),,ANSON,W1,,,,
95347,US PRESIDENT,,Jill Stein (Write-In),,ANSON,ANS,,,,
95348,US PRESIDENT,,Jill Stein (Write-In),,ANSON,W3,,,,
95349,US PRESIDENT,,Jill Stein (Write-In),,ANSON,WS,,,,
95350,US PRESIDENT,,Jill Stein (Write-In),,ANSON,MM,,,,
95351,US PRESIDENT,,Jill Stein (Write-In),,ANSON,BURN,,,,
95352,US PRESIDENT,,Hillary Clinton,D,ANSON,WS,92,,,
95353,US PRESIDENT,,Hillary Clinton,D,ANSON,BURN,239,,,
95354,US PRESIDENT,,Hillary Clinton,D,ANSON,PEAC,194,,,
95355,US PRESIDENT,,Hillary Clinton,D,ANSON,ABSENTEE,,,,
95356,US PRESIDENT,,Hillary Clinton,D,ANSON,LILE,979,,,
95357,US PRESIDENT,,Hillary Clinton,D,ANSON,MM,690,,,
95358,US PRESIDENT,,Hillary Clinton,D,ANSON,W3,831,,,
95359,US PRESIDENT,,Hillary Clinton,D,ANSON,ANS,335,,,
95360,US PRESIDENT,,Hillary Clinton,D,ANSON,W2,731,,,
95361,US PRESIDENT,,Hillary Clinton,D,ANSON,GULL,433,,,
95362,US PRESIDENT,,Hillary Clinton,D,ANSON,ONE STOP,,,,
95363,US PRESIDENT,,Hillary Clinton,D,ANSON,POLK,255,,,
95364,US PRESIDENT,,Hillary Clinton,D,ANSON,W1,1087,,,
95365,US PRESIDENT,,Gary Johnson,L,ANSON,ANS,12,,,
95366,US PRESIDENT,,Gary Johnson,L,ANSON,W3,30,,,
95367,US PRESIDENT,,Gary Johnson,L,ANSON,LILE,14,,,
95368,US PRESIDENT,,Gary Johnson,L,ANSON,MM,3,,,
95369,US PRESIDENT,,Gary Johnson,L,ANSON,POLK,10,,,
95370,US PRESIDENT,,Gary Johnson,L,ANSON,ABSENTEE,,,,
95371,US PRESIDENT,,Gary Johnson,L,ANSON,GULL,8,,,
95372,US PRESIDENT,,Gary Johnson,L,ANSON,ONE STOP,,,,
95373,US PRESIDENT,,Gary Johnson,L,ANSON,W1,18,,,
95374,US PRESIDENT,,Gary Johnson,L,ANSON,W2,8,,,
95375,US PRESIDENT,,Gary Johnson,L,ANSON,PEAC,11,,,
95376,US PRESIDENT,,Gary Johnson,L,ANSON,BURN,17,,,
95377,US PRESIDENT,,Gary Johnson,L,ANSON,WS,0,,,
95378,US PRESIDENT,,Donald J. Trump,R,ANSON,ANS,378,,,
95379,US PRESIDENT,,Donald J. Trump,R,ANSON,MM,172,,,
95380,US PRESIDENT,,Donald J. Trump,R,ANSON,ABSENTEE,,,,
95381,US PRESIDENT,,Donald J. Trump,R,ANSON,GULL,281,,,
95382,US PRESIDENT,,Donald J. Trump,R,ANSON,ONE STOP,,,,
95383,US PRESIDENT,,Donald J. Trump,R,ANSON,POLK,343,,,
95384,US PRESIDENT,,Donald J. Trump,R,ANSON,W2,314,,,
95385,US PRESIDENT,,Donald J. Trump,R,ANSON,W1,387,,,
95386,US PRESIDENT,,Donald J. Trump,R,ANSON,PEAC,633,,,
95387,US PRESIDENT,,Donald J. Trump,R,ANSON,WS,110,,,
95388,US PRESIDENT,,Donald J. Trump,R,ANSON,LILE,585,,,
95389,US PRESIDENT,,Donald J. Trump,R,ANSON,W3,646,,,
95390,US PRESIDENT,,Donald J. Trump,R,ANSON,BURN,649,,,
95391,U.S. House,8,Thomas Mills,D,CABARRUS,'01-08,1156,,,
95392,U.S. House,8,Thomas Mills,D,CABARRUS,'01-02,465,,,
,,,,,,,,,,
95394,U.S. House,8,Thomas Mills,D,CABARRUS,'02-03,1417,,,
95395,U.S. House,8,Thomas Mills,D,CABARRUS,'12-01,214,,,
95396,U.S. House,8,Thomas Mills,D,CABARRUS,'12-06,509,,,
95397,U.S. House,8,Thomas Mills,D,CABARRUS,ABSENTEE,,,,
95398,U.S. House,8,Thomas Mills,D,CABARRUS,'04-04,465,,,
95399,U.S. House,8,Thomas Mills,D,CABARRUS,'04-03,843,,,
95400,U.S. House,8,Thomas Mills,D,CABARRUS,'04-06,578,,,
95401,U.S. House,8,Thomas Mills,D,CABARRUS,'12-11,492,,,
95402,U.S. House,8,Thomas Mills,D,CABARRUS,'11-02,525,,,
95403,U.S. House,8,Thomas Mills,D,CABARRUS,'11-01,1457,,,
95404,U.S. House,8,Thomas Mills,D,CABARRUS,'03-00,1151,,,
95405,U.S. House,8,Thomas Mills,D,CABARRUS,'02-02,1226,,,
95406,U.S. House,8,Thomas Mills,D,CABARRUS,'07-00,127,,,
95407,U.S. House,8,Thomas Mills,D,CABARRUS,'02-09,2227,,,
95408,U.S. House,8,Thomas Mills,D,CABARRUS,'12-05,496,,,
95409,U.S. House,8,Thomas Mills,D,CABARRUS,'04-10,855,,,
95410,U.S. House,8,Thomas Mills,D,CABARRUS,'04-09,642,,,
95411,U.S. House,8,Thomas Mills,D,CABARRUS,'02-06,1124,,,
95412,U.S. House,8,Thomas Mills,D,CABARRUS,'01-07,579,,,
95413,U.S. House,8,Thomas Mills,D,CABARRUS,'01-04,1474,,,
95414,U.S. House,8,Thomas Mills,D,CABARRUS,'02-05,968,,,
95415,U.S. House,8,Thomas Mills,D,CABARRUS,'12-09,520,,,
95416,U.S. House,8,Thomas Mills,D,CABARRUS,'04-01,886,,,
95417,U.S. House,8,Thomas Mills,D,CABARRUS,'05-00,416,,,
95418,U.S. House,8,Thomas Mills,D,CABARRUS,'04-02,936,,,
,,,,,,,,,,
95420,U.S. House,8,Thomas Mills,D,CABARRUS,'01-10,772,,,
,,,,,,,,,,
95422,U.S. House,8,Thomas Mills,D,CABARRUS,'04-05,437,,,
95423,U.S. House,8,Thomas Mills,D,CABARRUS,'04-08,361,,,
95424,U.S. House,8,Thomas Mills,D,CABARRUS,'04-07,284,,,
95425,U.S. House,8,Thomas Mills,D,CABARRUS,'08-00,500,,,
95426,U.S. House,8,Thomas Mills,D,CABARRUS,'09-00,281,,,
95427,U.S. House,8,Thomas Mills,D,CABARRUS,'06-00,202,,,
95428,U.S. House,8,Thomas Mills,D,CABARRUS,'02-01,689,,,
95429,U.S. House,8,Thomas Mills,D,CABARRUS,'12-07,746,,,
95430,U.S. House,8,Thomas Mills,D,CABARRUS,'12-08,376,,,
,,,,,,,,,,
95432,U.S. House,8,Thomas Mills,D,CABARRUS,'10-00,783,,,
95433,U.S. House,8,Thomas Mills,D,CABARRUS,'12-03,540,,,
95434,U.S. House,8,Thomas Mills,D,CABARRUS,'12-04,769,,,
95435,U.S. House,8,Thomas Mills,D,CABARRUS,'02-08,2024,,,
95436,U.S. House,8,Thomas Mills,D,CABARRUS,'01-06,1074,,,
95437,U.S. House,8,Thomas Mills,D,CABARRUS,'01-09,203,,,
95438,U.S. House,8,Thomas Mills,D,CABARRUS,'12-12,516,,,
95439,U.S. House,8,Thomas Mills,D,CABARRUS,'12-10,272,,,
95440,U.S. House,8,Thomas Mills,D,CABARRUS,'12-02,708,,,
95441,U.S. House,8,Thomas Mills,D,CABARRUS,'02-07,707,,,
95442,U.S. House,8,Richard Hudson,R,CABARRUS,'05-00,1534,,,
95443,U.S. House,8,Richard Hudson,R,CABARRUS,'02-05,1934,,,
95444,U.S. House,8,Richard Hudson,R,CABARRUS,'02-02,1836,,,
95445,U.S. House,8,Richard Hudson,R,CABARRUS,'02-06,1141,,,
95446,U.S. House,8,Richard Hudson,R,CABARRUS,'12-09,1042,,,
95447,U.S. House,8,Richard Hudson,R,CABARRUS,'02-09,2130,,,
95448,U.S. House,8,Richard Hudson,R,CABARRUS,'04-01,975,,,
,,,,,,,,,,
,,,,,,,,,,
95451,U.S. House,8,Richard Hudson,R,CABARRUS,'04-02,738,,,
95452,U.S. House,8,Richard Hudson,R,CABARRUS,'04-09,1476,,,
95453,U.S. House,8,Richard Hudson,R,CABARRUS,'01-08,1515,,,
95454,U.S. House,8,Richard Hudson,R,CABARRUS,'06-00,1312,,,
95455,U.S. House,8,Richard Hudson,R,CABARRUS,'01-02,1299,,,
95456,U.S. House,8,Richard Hudson,R,CABARRUS,'12-11,630,,,
95457,U.S. House,8,Richard Hudson,R,CABARRUS,'02-03,2553,,,
95458,U.S. House,8,Richard Hudson,R,CABARRUS,'04-06,616,,,
95459,U.S. House,8,Richard Hudson,R,CABARRUS,'04-03,1030,,,
95460,U.S. House,8,Richard Hudson,R,CABARRUS,'04-04,503,,,
95461,U.S. House,8,Richard Hudson,R,CABARRUS,'07-00,668,,,
95462,U.S. House,8,Richard Hudson,R,CABARRUS,'11-01,1699,,,
95463,U.S. House,8,Richard Hudson,R,CABARRUS,'11-02,1558,,,
95464,U.S. House,8,Richard Hudson,R,CABARRUS,'12-05,1047,,,
95465,U.S. House,8,Richard Hudson,R,CABARRUS,'02-07,1558,,,
95466,U.S. House,8,Richard Hudson,R,CABARRUS,'04-05,578,,,
95467,U.S. House,8,Richard Hudson,R,CABARRUS,ABSENTEE,,,,
95468,U.S. House,8,Richard Hudson,R,CABARRUS,'01-09,556,,,
95469,U.S. House,8,Richard Hudson,R,CABARRUS,'04-08,697,,,
95470,U.S. House,8,Richard Hudson,R,CABARRUS,'04-07,884,,,
95471,U.S. House,8,Richard Hudson,R,CABARRUS,'01-06,1381,,,
95472,U.S. House,8,Richard Hudson,R,CABARRUS,'12-06,534,,,
95473,U.S. House,8,Richard Hudson,R,CABARRUS,'12-01,182,,,
95474,U.S. House,8,Richard Hudson,R,CABARRUS,'12-02,372,,,
95475,U.S. House,8,Richard Hudson,R,CABARRUS,'02-08,2541,,,
95476,U.S. House,8,Richard Hudson,R,CABARRUS,'02-01,1178,,,
95477,U.S. House,8,Richard Hudson,R,CABARRUS,'01-10,1246,,,
95478,U.S. House,8,Richard Hudson,R,CABARRUS,'04-10,1563,,,
95479,U.S. House,8,Richard Hudson,R,CABARRUS,'12-04,872,,,
95480,U.S. House,8,Richard Hudson,R,CABARRUS,'12-03,902,,,
,,,,,,,,,,
95482,U.S. House,8,Richard Hudson,R,CABARRUS,'10-00,2775,,,
95483,U.S. House,8,Richard Hudson,R,CABARRUS,'12-07,81,,,
95484,U.S. House,8,Richard Hudson,R,CABARRUS,'12-08,462,,,
95485,U.S. House,8,Richard Hudson,R,CABARRUS,'03-00,2349,,,
,,,,,,,,,,
95487,U.S. House,8,Richard Hudson,R,CABARRUS,'12-12,807,,,
95488,U.S. House,8,Richard Hudson,R,CABARRUS,'12-10,576,,,
95489,U.S. House,8,Richard Hudson,R,CABARRUS,'08-00,2186,,,
95490,U.S. House,8,Richard Hudson,R,CABARRUS,'09-00,1520,,,
95491,U.S. House,8,Richard Hudson,R,CABARRUS,'01-04,1919,,,
95492,U.S. House,8,Richard Hudson,R,CABARRUS,'01-07,1359,,,
96757,U.S. House,9,Robert Pittenger,R,ANSON,W2,310,,,
96758,U.S. House,9,Robert Pittenger,R,ANSON,POLK,322,,,
96759,U.S. House,9,Robert Pittenger,R,ANSON,PEAC,615,,,
96760,U.S. House,9,Robert Pittenger,R,ANSON,W1,401,,,
96761,U.S. House,9,Robert Pittenger,R,ANSON,WS,110,,,
96762,U.S. House,9,Robert Pittenger,R,ANSON,ONE STOP,,,,
96763,U.S. House,9,Robert Pittenger,R,ANSON,GULL,283,,,
96764,U.S. House,9,Robert Pittenger,R,ANSON,ABSENTEE,,,,
96765,U.S. House,9,Robert Pittenger,R,ANSON,ANS,359,,,
96766,U.S. House,9,Robert Pittenger,R,ANSON,MM,179,,,
96767,U.S. House,9,Robert Pittenger,R,ANSON,BURN,656,,,
96768,U.S. House,9,Robert Pittenger,R,ANSON,W3,666,,,
96769,U.S. House,9,Robert Pittenger,R,ANSON,LILE,579,,,
96770,U.S. House,9,Christian Cano,D,ANSON,POLK,267,,,
96771,U.S. House,9,Christian Cano,D,ANSON,W1,1061,,,
96772,U.S. House,9,Christian Cano,D,ANSON,PEAC,197,,,
96773,U.S. House,9,Christian Cano,D,ANSON,BURN,228,,,
96774,U.S. House,9,Christian Cano,D,ANSON,WS,91,,,
96775,U.S. House,9,Christian Cano,D,ANSON,ONE STOP,,,,
96776,U.S. House,9,Christian Cano,D,ANSON,LILE,958,,,
96777,U.S. House,9,Christian Cano,D,ANSON,W2,704,,,
96778,U.S. House,9,Christian Cano,D,ANSON,ANS,336,,,
96779,U.S. House,9,Christian Cano,D,ANSON,GULL,423,,,
96780,U.S. House,9,Christian Cano,D,ANSON,W3,802,,,
96781,U.S. House,9,Christian Cano,D,ANSON,ABSENTEE,,,,
96782,U.S. House,9,Christian Cano,D,ANSON,MM,665,,,
96808,US PRESIDENT,,Donald J. Trump,R,ALAMANCE,8S,723,,,
96809,US PRESIDENT,,Donald J. Trump,R,ALAMANCE,8N,1204,,,
96810,US PRESIDENT,,Donald J. Trump,R,ALAMANCE,35,1485,,,
96811,US PRESIDENT,,Donald J. Trump,R,ALAMANCE,6W,271,,,
97067,U.S. House,11,Rick Bryson,D,BURKE,48,551,,,
97068,U.S. House,11,Rick Bryson,D,BURKE,35,507,,,
97069,U.S. House,11,Rick Bryson,D,BURKE,39,526,,,
97070,U.S. House,11,Rick Bryson,D,BURKE,21,270,,,
97071,U.S. House,11,Rick Bryson,D,BURKE,11,301,,,
97072,U.S. House,11,Rick Bryson,D,BURKE,14,198,,,
97073,U.S. House,11,Rick Bryson,D,BURKE,66,394,,,
97074,U.S. House,11,Rick Bryson,D,BURKE,51,720,,,
97075,U.S. House,11,Rick Bryson,D,BURKE,62,152,,,
97076,U.S. House,11,Rick Bryson,D,BURKE,19,144,,,
97077,U.S. House,11,Rick Bryson,D,BURKE,65,167,,,
97078,U.S. House,11,Rick Bryson,D,BURKE,24,494,,,
97079,U.S. House,11,Rick Bryson,D,BURKE,36,392,,,
97080,U.S. House,11,Rick Bryson,D,BURKE,1,620,,,
97081,U.S. House,11,Rick Bryson,D,BURKE,12,145,,,
97082,U.S. House,11,Rick Bryson,D,BURKE,52,291,,,
97083,U.S. House,11,Rick Bryson,D,BURKE,29-A,122,,,
97084,U.S. House,11,Rick Bryson,D,BURKE,47-B,341,,,
97085,U.S. House,11,Rick Bryson,D,BURKE,40,367,,,
97086,U.S. House,11,Rick Bryson,D,BURKE,31,767,,,
97087,U.S. House,11,Rick Bryson,D,BURKE,34,679,,,
97088,U.S. House,11,Rick Bryson,D,BURKE,47-A,666,,,
97089,U.S. House,11,Rick Bryson,D,BURKE,ABSENTEE,,,,
97090,U.S. House,11,Rick Bryson,D,BURKE,13,333,,,
97091,U.S. House,11,Rick Bryson,D,BURKE,22,316,,,
97092,U.S. House,11,Rick Bryson,D,BURKE,38,500,,,
97093,U.S. House,11,Rick Bryson,D,BURKE,20,253,,,
97094,U.S. House,11,Rick Bryson,D,BURKE,29-B,177,,,
97095,U.S. House,11,Rick Bryson,D,BURKE,70,424,,,
97096,U.S. House,11,Rick Bryson,D,BURKE,64,156,,,
97097,U.S. House,11,Rick Bryson,D,BURKE,3,166,,,
97098,U.S. House,11,Rick Bryson,D,BURKE,18,114,,,
97099,U.S. House,11,Rick Bryson,D,BURKE,15,189,,,
97100,U.S. House,11,Rick Bryson,D,BURKE,53,328,,,
97101,U.S. House,11,Mark Meadows,R,BURKE,70,1167,,,
97102,U.S. House,11,Mark Meadows,R,BURKE,29-B,502,,,
97103,U.S. House,11,Mark Meadows,R,BURKE,64,369,,,
97104,U.S. House,11,Mark Meadows,R,BURKE,15,739,,,
97105,U.S. House,11,Mark Meadows,R,BURKE,20,420,,,
97106,U.S. House,11,Mark Meadows,R,BURKE,22,936,,,
97107,U.S. House,11,Mark Meadows,R,BURKE,ABSENTEE,,,,
97108,U.S. House,11,Mark Meadows,R,BURKE,48,907,,,
97109,U.S. House,11,Mark Meadows,R,BURKE,3,616,,,
97110,U.S. House,11,Mark Meadows,R,BURKE,52,536,,,
97111,U.S. House,11,Mark Meadows,R,BURKE,35,462,,,
97112,U.S. House,11,Mark Meadows,R,BURKE,47-A,718,,,
97113,U.S. House,11,Mark Meadows,R,BURKE,24,1197,,,
97114,U.S. House,11,Mark Meadows,R,BURKE,1,1437,,,
97115,U.S. House,11,Mark Meadows,R,BURKE,40,777,,,
97116,U.S. House,11,Mark Meadows,R,BURKE,13,1491,,,
97117,U.S. House,11,Mark Meadows,R,BURKE,18,224,,,
97118,U.S. House,11,Mark Meadows,R,BURKE,38,886,,,
97119,U.S. House,11,Mark Meadows,R,BURKE,53,1030,,,
97120,U.S. House,11,Mark Meadows,R,BURKE,34,679,,,
97121,U.S. House,11,Mark Meadows,R,BURKE,31,503,,,
97122,U.S. House,11,Mark Meadows,R,BURKE,29-A,623,,,
97123,U.S. House,11,Mark Meadows,R,BURKE,19,273,,,
97124,U.S. House,11,Mark Meadows,R,BURKE,65,539,,,
97125,U.S. House,11,Mark Meadows,R,BURKE,36,872,,,
97126,U.S. House,11,Mark Meadows,R,BURKE,12,1119,,,
97127,U.S. House,11,Mark Meadows,R,BURKE,51,1474,,,
97128,U.S. House,11,Mark Meadows,R,BURKE,39,539,,,
97129,U.S. House,11,Mark Meadows,R,BURKE,14,1060,,,
97130,U.S. House,11,Mark Meadows,R,BURKE,11,1458,,,
97131,U.S. House,11,Mark Meadows,R,BURKE,62,411,,,
97132,U.S. House,11,Mark Meadows,R,BURKE,66,822,,,
97133,U.S. House,11,Mark Meadows,R,BURKE,47-B,516,,,
97134,U.S. House,11,Mark Meadows,R,BURKE,21,615,,,
97478,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,6,,,,
97479,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,9,,,,
97480,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,21,,,,
97481,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,ABSENTEE MAIL,,,,
97482,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,10A,,,,
97483,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,18,,,,
97484,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,13,,,,
97485,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,4C1,,,,
97486,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,4A,,,,
97487,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,11,,,,
97488,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,14,,,,
97489,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,8,,,,
97490,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,10B,,,,
97491,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,22,,,,
97492,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,5,,,,
97493,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,2,,,,
97494,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,19,,,,
97495,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,20,,,,
97496,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,16,,,,
97497,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,1,,,,
97498,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,4B1,,,,
97499,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,7,,,,
97500,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,17,,,,
97501,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,15,,,,
97502,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,12,,,,
97503,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,3,,,,
97504,US PRESIDENT,,Write-In (Miscellaneous),,BRUNSWICK,23,,,,
97505,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,23,,,,
97506,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,3,,,,
97507,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,6,,,,
97508,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,9,,,,
97509,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,10B,,,,
97510,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,4C1,,,,
97511,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,17,,,,
97512,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,15,,,,
97513,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,12,,,,
97514,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,7,,,,
97515,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,4B1,,,,
97516,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,19,,,,
97517,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,16,,,,
97518,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,14,,,,
97519,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,20,,,,
97520,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,1,,,,
97521,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,4A,,,,
97522,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,8,,,,
97523,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,11,,,,
97524,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,ABSENTEE MAIL,,,,
97525,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,2,,,,
97526,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,5,,,,
97527,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,22,,,,
97528,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,18,,,,
97529,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,13,,,,
97530,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,10A,,,,
97531,US PRESIDENT,,Jill Stein (Write-In),,BRUNSWICK,21,,,,
97532,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,ABSENTEE MAIL,,,,
97533,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,13,666,,,
97534,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,18,296,,,
97535,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,21,808,,,
97536,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,10A,791,,,
97537,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,14,813,,,
97538,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,19,924,,,
97539,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,16,1100,,,
97540,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,2,1630,,,
97541,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,5,743,,,
97542,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,22,569,,,
97543,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,11,725,,,
97544,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,10B,1478,,,
97545,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,8,1309,,,
97546,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,4C1,862,,,
97547,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,20,571,,,
97548,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,1,488,,,
97549,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,4A,2498,,,
97550,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,7,932,,,
97551,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,17,1493,,,
97552,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,4B1,981,,,
97553,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,12,589,,,
97554,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,15,1217,,,
97555,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,3,556,,,
97556,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,23,590,,,
97557,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,6,353,,,
97558,US PRESIDENT,,Hillary Clinton,D,BRUNSWICK,9,300,,,
97559,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,21,115,,,
97560,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,22,72,,,
97561,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,10B,83,,,
97562,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,8,96,,,
97563,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,5,84,,,
97564,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,2,120,,,
97565,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,11,31,,,
97566,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,16,71,,,
97567,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,19,58,,,
97568,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,14,73,,,
97569,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,1,21,,,
97570,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,4B1,90,,,
97571,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,20,52,,,
97572,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,7,66,,,
97573,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,4A,165,,,
97574,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,17,67,,,
97575,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,12,46,,,
97576,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,15,78,,,
97577,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,4C1,64,,,
97578,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,10A,52,,,
97579,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,9,21,,,
97580,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,6,25,,,
97581,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,23,64,,,
97582,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,3,29,,,
97583,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,13,51,,,
97584,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,18,23,,,
97585,US PRESIDENT,,Gary Johnson,L,BRUNSWICK,ABSENTEE MAIL,,,,
97586,US PRESIDENT,,Donald J. Trump,R,BRUNSWICK,4B1,1503,,,
97587,US PRESIDENT,,Donald J. Trump,R,BRUNSWICK,19,2141,,,
97588,US PRESIDENT,,Donald J. Trump,R,BRUNSWICK,16,2363,,,
97589,US PRESIDENT,,Donald J. Trump,R,BRUNSWICK,14,2232,,,
97590,US PRESIDENT,,Donald J. Trump,R,BRUNSWICK,1,662,,,
97591,US PRESIDENT,,Donald J. Trump,R,BRUNSWICK,20,1704,,,
97592,US PRESIDENT,,Donald J. Trump,R,BRUNSWICK,7,1397,,,
97593,US PRESIDENT,,Donald J. Trump,R,BRUNSWICK,17,2543,,,
97594,US PRESIDENT,,Donald J. Trump,R,BRUNSWICK,15,2825,,,
97595,US PRESIDENT,,Donald J. Trump,R,BRUNSWICK,12,1519,,,
97596,US PRESIDENT,,Donald J. Trump,R,BRUNSWICK,10A,1644,,,
97597,US PRESIDENT,,Donald J. Trump,R,BRUNSWICK,3,414,,,
97598,US PRESIDENT,,Donald J. Trump,R,BRUNSWICK,6,661,,,
97599,US PRESIDENT,,Donald J. Trump,R,BRUNSWICK,9,513,,,
