,office,district,candidate,party,parent_jurisdiction,jurisdiction,votes,absentee_votes,,
3606,US PRESIDENT,,Donald J. Trump,R,SAMPSON,ONE STOP 5,,,,
3607,US PRESIDENT,,Donald J. Trump,R,SAMPSON,KEEN,624,,,
3608,US PRESIDENT,,Donald J. Trump,R,SAMPSON,ONE STOP 2,,,,
3609,US PRESIDENT,,Donald J. Trump,R,SAMPSON,MING,1254,,,
3610,US PRESIDENT,,Donald J. Trump,R,SAMPSON,AUTR,865,,,
3611,US PRESIDENT,,Donald J. Trump,R,SAMPSON,KFRK,704,,,
3612,US PRESIDENT,,Donald J. Trump,R,SAMPSON,ROSE,649,,,
3613,US PRESIDENT,,Donald J. Trump,R,SAMPSON,SBRG,450,,,
3614,US PRESIDENT,,Donald J. Trump,R,SAMPSON,ROWA,656,,,
3615,US PRESIDENT,,Donald J. Trump,R,SAMPSON,HARR,373,,,
3616,US PRESIDENT,,Donald J. Trump,R,SAMPSON,LAKE,659,,,
3617,US PRESIDENT,,Donald J. Trump,R,SAMPSON,ONE STOP 3,,,,
3618,US PRESIDENT,,Donald J. Trump,R,SAMPSON,WBRK,781,,,
3619,US PRESIDENT,,Donald J. Trump,R,SAMPSON,GARL,375,,,
3620,US PRESIDENT,,Donald J. Trump,R,SAMPSON,CLEM,696,,,
3621,US PRESIDENT,,Donald J. Trump,R,SAMPSON,TURK,388,,,
3622,US PRESIDENT,,Donald J. Trump,R,SAMPSON,CLNE,907,,,
3623,US PRESIDENT,,Donald J. Trump,R,SAMPSON,ABSENTEE,,,,
3624,US PRESIDENT,,Donald J. Trump,R,SAMPSON,CLEA,681,,,
3625,US PRESIDENT,,Hillary Clinton,D,WAKE,7-May,3674,,,
3626,US PRESIDENT,,Hillary Clinton,D,WAKE,21-Apr,977,,,
3627,US PRESIDENT,,Hillary Clinton,D,WAKE,Jan-44,1889,,,
3628,US PRESIDENT,,Hillary Clinton,D,WAKE,Jan-35,1586,,,
3629,US PRESIDENT,,Hillary Clinton,D,WAKE,26-Jan,1861,,,
3630,US PRESIDENT,,Hillary Clinton,D,WAKE,23-Jan,,,,
3631,US PRESIDENT,,Hillary Clinton,D,WAKE,13-Jul,1101,,,
3632,US PRESIDENT,,Hillary Clinton,D,WAKE,6-Aug,1233,,,
3633,US PRESIDENT,,Hillary Clinton,D,WAKE,13-11,1326,,,
3634,US PRESIDENT,,Hillary Clinton,D,WAKE,3-Oct,1096,,,
3635,US PRESIDENT,,Hillary Clinton,D,WAKE,19-17,2527,,,
3636,US PRESIDENT,,Hillary Clinton,D,WAKE,19-14,1102,,,
3637,US PRESIDENT,,Hillary Clinton,D,WAKE,17-05,2215,,,
3638,US PRESIDENT,,Hillary Clinton,D,WAKE,12-Jan,977,,,
3639,US PRESIDENT,,Hillary Clinton,D,WAKE,17-Jan,473,,,
3640,US PRESIDENT,,Hillary Clinton,D,WAKE,14-Jan,2353,,,
3641,US PRESIDENT,,Hillary Clinton,D,WAKE,18-Apr,1347,,,
3642,US PRESIDENT,,Hillary Clinton,D,WAKE,19-Apr,900,,,
3643,US PRESIDENT,,Hillary Clinton,D,WAKE,16-Apr,1077,,,
3644,US PRESIDENT,,Hillary Clinton,D,WAKE,3-Feb,1038,,,
3645,US PRESIDENT,,Hillary Clinton,D,WAKE,6-Apr,1438,,,
3646,US PRESIDENT,,Hillary Clinton,D,WAKE,20-14,2835,,,
3647,US PRESIDENT,,Hillary Clinton,D,WAKE,20-12,1055,,,
3648,US PRESIDENT,,Hillary Clinton,D,WAKE,OSCA 81-91,,,,
3649,US PRESIDENT,,Hillary Clinton,D,WAKE,16-05,1032,,,
3650,US PRESIDENT,,Hillary Clinton,D,WAKE,16-03,724,,,
3651,US PRESIDENT,,Hillary Clinton,D,WAKE,16-08,4836,,,
3652,US PRESIDENT,,Hillary Clinton,D,WAKE,13-09,2510,,,
3653,US PRESIDENT,,Hillary Clinton,D,WAKE,9-Dec,1318,,,
3654,US PRESIDENT,,Hillary Clinton,D,WAKE,19-11,1046,,,
3655,US PRESIDENT,,Hillary Clinton,D,WAKE,3-Apr,1029,,,
3656,US PRESIDENT,,Hillary Clinton,D,WAKE,4-Apr,846,,,
3657,US PRESIDENT,,Hillary Clinton,D,WAKE,7-Jun,1429,,,
3658,US PRESIDENT,,Hillary Clinton,D,WAKE,8-Jun,1008,,,
3659,US PRESIDENT,,Hillary Clinton,D,WAKE,8-Aug,1883,,,
3660,US PRESIDENT,,Hillary Clinton,D,WAKE,OSNB 1-40,,,,
3661,US PRESIDENT,,Hillary Clinton,D,WAKE,OSLOB 1-40,,,,
3662,US PRESIDENT,,Hillary Clinton,D,WAKE,OSGR 81-91,,,,
3663,US PRESIDENT,,Hillary Clinton,D,WAKE,OSFV 1-40,,,,
3664,US PRESIDENT,,Hillary Clinton,D,WAKE,OSTC 1-40,,,,
3665,US PRESIDENT,,Hillary Clinton,D,WAKE,TRANS 81-91,,,,
3666,US PRESIDENT,,Gary Johnson,L,WAKE,PROVI 41-80,,,,
3667,US PRESIDENT,,Gary Johnson,L,WAKE,OSWD 81-91,,,,
3668,US PRESIDENT,,Gary Johnson,L,WAKE,OSGR 41-80,,,,
3669,US PRESIDENT,,Gary Johnson,L,WAKE,OSCA 81-91,,,,
3670,US PRESIDENT,,Gary Johnson,L,WAKE,OSHS 1-40,,,,
3671,US PRESIDENT,,Gary Johnson,L,WAKE,OSLOB 81-91,,,,
3672,US PRESIDENT,,Gary Johnson,L,WAKE,OSLOB 41-80,,,,
3673,US PRESIDENT,,Gary Johnson,L,WAKE,2-Oct,85,,,
3674,US PRESIDENT,,Gary Johnson,L,WAKE,1-Sep,59,,,
3675,US PRESIDENT,,Gary Johnson,L,WAKE,9-Aug,66,,,
3676,US PRESIDENT,,Gary Johnson,L,WAKE,7-Aug,96,,,
3677,US PRESIDENT,,Gary Johnson,L,WAKE,2-Aug,143,,,
3678,US PRESIDENT,,Gary Johnson,L,WAKE,4-Aug,66,,,
3679,US PRESIDENT,,Gary Johnson,L,WAKE,1-Apr,58,,,
3680,US PRESIDENT,,Gary Johnson,L,WAKE,18-Jan,82,,,
3681,US PRESIDENT,,Gary Johnson,L,WAKE,20-08,185,,,
3682,US PRESIDENT,,Gary Johnson,L,WAKE,18-04,123,,,
3683,US PRESIDENT,,Gary Johnson,L,WAKE,18-05,122,,,
3684,US PRESIDENT,,Gary Johnson,L,WAKE,19-04,177,,,
3685,US PRESIDENT,,Gary Johnson,L,WAKE,2-Nov,127,,,
3686,US PRESIDENT,,Gary Johnson,L,WAKE,1-Nov,174,,,
3687,US PRESIDENT,,Gary Johnson,L,WAKE,6-Dec,112,,,
3688,US PRESIDENT,,Gary Johnson,L,WAKE,13-08,55,,,
3689,US PRESIDENT,,Gary Johnson,L,WAKE,13-05,64,,,
3690,US PRESIDENT,,Gary Johnson,L,WAKE,13-02,70,,,
3691,US PRESIDENT,,Gary Johnson,L,WAKE,16-09,85,,,
3692,US PRESIDENT,,Gary Johnson,L,WAKE,OSZB 81-91,,,,
3693,US PRESIDENT,,Gary Johnson,L,WAKE,OSKD 81-91,,,,
3694,US PRESIDENT,,Gary Johnson,L,WAKE,2-Apr,99,,,
3695,US PRESIDENT,,Gary Johnson,L,WAKE,Jan-44,88,,,
3696,US PRESIDENT,,Gary Johnson,L,WAKE,Jan-46,39,,,
3697,US PRESIDENT,,Gary Johnson,L,WAKE,9-Apr,75,,,
3698,US PRESIDENT,,Gary Johnson,L,WAKE,Jan-41,95,,,
3699,US PRESIDENT,,Gary Johnson,L,WAKE,17-09,40,,,
3700,US PRESIDENT,,Gary Johnson,L,WAKE,17-08,197,,,
3701,US PRESIDENT,,Gary Johnson,L,WAKE,17-06,36,,,
3702,US PRESIDENT,,Gary Johnson,L,WAKE,16-02,96,,,
3703,US PRESIDENT,,Gary Johnson,L,WAKE,16-07,90,,,
3704,US PRESIDENT,,Gary Johnson,L,WAKE,23-Jan,,,,
3705,US PRESIDENT,,Gary Johnson,L,WAKE,25-Jan,,,,
3706,US PRESIDENT,,Gary Johnson,L,WAKE,26-Jan,25,,,
3707,US PRESIDENT,,Gary Johnson,L,WAKE,28-Jan,67,,,
3708,US PRESIDENT,,Gary Johnson,L,WAKE,2-Jan,85,,,
3709,US PRESIDENT,,Gary Johnson,L,WAKE,Jan-32,86,,,
3710,US PRESIDENT,,Gary Johnson,L,WAKE,Jan-35,21,,,
3711,US PRESIDENT,,Gary Johnson,L,WAKE,Jan-33,37,,,
3712,US PRESIDENT,,Gary Johnson,L,WAKE,3-Feb,104,,,
3713,US PRESIDENT,,Gary Johnson,L,WAKE,17-02,27,,,
3714,US PRESIDENT,,Gary Johnson,L,WAKE,OSAV 81-91,,,,
3715,US PRESIDENT,,Gary Johnson,L,WAKE,9-Jul,106,,,
3716,US PRESIDENT,,Gary Johnson,L,WAKE,10-Jul,164,,,
3717,US PRESIDENT,,Gary Johnson,L,WAKE,10-Jun,121,,,
3718,US PRESIDENT,,Gary Johnson,L,WAKE,6-Jul,104,,,
3719,US PRESIDENT,,Gary Johnson,L,WAKE,3-Jul,54,,,
3720,US PRESIDENT,,Gary Johnson,L,WAKE,10-Aug,101,,,
3721,US PRESIDENT,,Gary Johnson,L,WAKE,5-Jan,29,,,
3722,US PRESIDENT,,Gary Johnson,L,WAKE,30-Jan,36,,,
3723,US PRESIDENT,,Gary Johnson,L,WAKE,Jan-49,111,,,
3724,US PRESIDENT,,Gary Johnson,L,WAKE,7-May,200,,,
3725,US PRESIDENT,,Gary Johnson,L,WAKE,OSWA 41-80,,,,
3726,US PRESIDENT,,Gary Johnson,L,WAKE,PROVI 1-40,,,,
3727,US PRESIDENT,,Gary Johnson,L,WAKE,20-01,160,,,
3728,US PRESIDENT,,Gary Johnson,L,WAKE,20-04,132,,,
3729,US PRESIDENT,,Gary Johnson,L,WAKE,OSCB 1-40,,,,
3730,US PRESIDENT,,Gary Johnson,L,WAKE,OSCH 41-80,,,,
3731,US PRESIDENT,,Gary Johnson,L,WAKE,20-06A,181,,,
3732,US PRESIDENT,,Gary Johnson,L,WAKE,20-16,84,,,
3733,US PRESIDENT,,Gary Johnson,L,WAKE,20-11,183,,,
3734,US PRESIDENT,,Gary Johnson,L,WAKE,OSNR 81-91,,,,
3735,US PRESIDENT,,Gary Johnson,L,WAKE,OSOP 81-91,,,,
3736,US PRESIDENT,,Gary Johnson,L,WAKE,OSFV 81-91,,,,
3737,US PRESIDENT,,Gary Johnson,L,WAKE,13-Apr,130,,,
3738,US PRESIDENT,,Gary Johnson,L,WAKE,3-May,83,,,
3739,US PRESIDENT,,Gary Johnson,L,WAKE,6-Jun,220,,,
3740,US PRESIDENT,,Gary Johnson,L,WAKE,5-Jun,97,,,
3741,US PRESIDENT,,Gary Johnson,L,WAKE,2-Jul,43,,,
3742,US PRESIDENT,,Gary Johnson,L,WAKE,11-Jul,26,,,
3743,US PRESIDENT,,Gary Johnson,L,WAKE,7-07A,7,,,
3744,US PRESIDENT,,Gary Johnson,L,WAKE,5-Jul,61,,,
3745,US PRESIDENT,,Gary Johnson,L,WAKE,19-05,96,,,
3746,US PRESIDENT,,Gary Johnson,L,WAKE,Jan-51,37,,,
3747,US PRESIDENT,,Gary Johnson,L,WAKE,9-Jan,45,,,
3748,US PRESIDENT,,Gary Johnson,L,WAKE,OSLL 81-91,,,,
3749,US PRESIDENT,,Gary Johnson,L,WAKE,OSHS 81-91,,,,
3750,US PRESIDENT,,Gary Johnson,L,WAKE,OSFV 41-80,,,,
3751,US PRESIDENT,,Gary Johnson,L,WAKE,OSAV 1-40,,,,
3752,US PRESIDENT,,Gary Johnson,L,WAKE,20-17,133,,,
3753,US PRESIDENT,,Gary Johnson,L,WAKE,OSAP 1-40,,,,
3754,US PRESIDENT,,Gary Johnson,L,WAKE,OSCA 1-40,,,,
3755,US PRESIDENT,,Gary Johnson,L,WAKE,TRANS 41-80,,,,
3756,US PRESIDENT,,Gary Johnson,L,WAKE,TRANS 81-91,,,,
3757,US PRESIDENT,,Gary Johnson,L,WAKE,20-Apr,119,,,
3758,US PRESIDENT,,Gary Johnson,L,WAKE,Jan-39,96,,,
3759,US PRESIDENT,,Gary Johnson,L,WAKE,16-Jan,69,,,
3760,US PRESIDENT,,Gary Johnson,L,WAKE,11-Jan,54,,,
3761,US PRESIDENT,,Gary Johnson,L,WAKE,8-May,80,,,
3762,US PRESIDENT,,Gary Johnson,L,WAKE,1-Oct,15,,,
3763,US PRESIDENT,,Gary Johnson,L,WAKE,16-08,108,,,
3764,US PRESIDENT,,Gary Johnson,L,WAKE,19-09,104,,,
3765,US PRESIDENT,,Gary Johnson,L,WAKE,16-05,80,,,
3766,US PRESIDENT,,Gary Johnson,L,WAKE,14-02,171,,,
3767,US PRESIDENT,,Gary Johnson,L,WAKE,16-03,56,,,
3768,US PRESIDENT,,Gary Johnson,L,WAKE,5-Dec,228,,,
3769,US PRESIDENT,,Gary Johnson,L,WAKE,Jan-40,38,,,
3770,US PRESIDENT,,Gary Johnson,L,WAKE,Jan-42,72,,,
3771,US PRESIDENT,,Gary Johnson,L,WAKE,1-Feb,122,,,
3772,US PRESIDENT,,Gary Johnson,L,WAKE,20-Jan,64,,,
3773,US PRESIDENT,,Gary Johnson,L,WAKE,OSTC 41-80,,,,
3774,US PRESIDENT,,Gary Johnson,L,WAKE,OSTC 81-91,,,,
3775,US PRESIDENT,,Gary Johnson,L,WAKE,OSNB 1-40,,,,
3776,US PRESIDENT,,Gary Johnson,L,WAKE,20-05,128,,,
3777,US PRESIDENT,,Gary Johnson,L,WAKE,17-11,89,,,
3778,US PRESIDENT,,Gary Johnson,L,WAKE,19-17,129,,,
3779,US PRESIDENT,,Gary Johnson,L,WAKE,19-14,65,,,
3780,US PRESIDENT,,Gary Johnson,L,WAKE,19-11,121,,,
3781,US PRESIDENT,,Gary Johnson,L,WAKE,OSLL 1-40,,,,
3782,US PRESIDENT,,Gary Johnson,L,WAKE,OSGR 81-91,,,,
3783,US PRESIDENT,,Gary Johnson,L,WAKE,OSHS 41-80,,,,
3784,US PRESIDENT,,Gary Johnson,L,WAKE,OSCB 81-91,,,,
3785,US PRESIDENT,,Gary Johnson,L,WAKE,OSCH 81-91,,,,
3786,US PRESIDENT,,Gary Johnson,L,WAKE,OSAV 41-80,,,,
3787,US PRESIDENT,,Gary Johnson,L,WAKE,20-09,97,,,
3788,US PRESIDENT,,Gary Johnson,L,WAKE,18-03,59,,,
3789,US PRESIDENT,,Gary Johnson,L,WAKE,18-08,145,,,
3790,US PRESIDENT,,Gary Johnson,L,WAKE,13-10,164,,,
3791,US PRESIDENT,,Gary Johnson,L,WAKE,13-01,105,,,
3792,US PRESIDENT,,Gary Johnson,L,WAKE,9-Dec,123,,,
3793,US PRESIDENT,,Gary Johnson,L,WAKE,6-Aug,72,,,
3794,US PRESIDENT,,Gary Johnson,L,WAKE,Mar-00,136,,,
3795,US PRESIDENT,,Gary Johnson,L,WAKE,4-Feb,72,,,
3796,US PRESIDENT,,Gary Johnson,L,WAKE,Jan-38,60,,,
3797,US PRESIDENT,,Gary Johnson,L,WAKE,29-Jan,78,,,
3798,US PRESIDENT,,Gary Johnson,L,WAKE,27-Jan,43,,,
3799,US PRESIDENT,,Gary Johnson,L,WAKE,31-Jan,151,,,
3800,US PRESIDENT,,Gary Johnson,L,WAKE,5-May,207,,,
3801,US PRESIDENT,,Gary Johnson,L,WAKE,10-Apr,121,,,
3802,US PRESIDENT,,Gary Johnson,L,WAKE,11-Apr,53,,,
3803,US PRESIDENT,,Gary Johnson,L,WAKE,8-Aug,156,,,
3804,US PRESIDENT,,Gary Johnson,L,WAKE,13-Jul,73,,,
3805,US PRESIDENT,,Gary Johnson,L,WAKE,OSGR 1-40,,,,
3806,US PRESIDENT,,Gary Johnson,L,WAKE,OSAP 41-80,,,,
3807,US PRESIDENT,,Gary Johnson,L,WAKE,OSZB 1-40,,,,
3808,US PRESIDENT,,Gary Johnson,L,WAKE,OSWD 41-80,,,,
3809,US PRESIDENT,,Gary Johnson,L,WAKE,6-Jan,103,,,
3810,US PRESIDENT,,Gary Johnson,L,WAKE,3-Jan,67,,,
3811,US PRESIDENT,,Gary Johnson,L,WAKE,8-Apr,78,,,
3812,US PRESIDENT,,Gary Johnson,L,WAKE,7-Apr,75,,,
3813,US PRESIDENT,,Gary Johnson,L,WAKE,17-Apr,85,,,
3814,US PRESIDENT,,Gary Johnson,L,WAKE,15-Apr,117,,,
3815,US PRESIDENT,,Gary Johnson,L,WAKE,14-Apr,67,,,
3816,US PRESIDENT,,Gary Johnson,L,WAKE,Jan-47,71,,,
3817,US PRESIDENT,,Gary Johnson,L,WAKE,4-Oct,159,,,
3818,US PRESIDENT,,Gary Johnson,L,WAKE,5-Aug,56,,,
3819,US PRESIDENT,,Gary Johnson,L,WAKE,3-Aug,191,,,
3820,US PRESIDENT,,Gary Johnson,L,WAKE,4-Jun,152,,,
3821,US PRESIDENT,,Gary Johnson,L,WAKE,9-Jun,216,,,
3822,US PRESIDENT,,Gary Johnson,L,WAKE,16-04,83,,,
3823,US PRESIDENT,,Gary Johnson,L,WAKE,19-03,115,,,
3824,US PRESIDENT,,Gary Johnson,L,WAKE,17-03,193,,,
3825,US PRESIDENT,,Gary Johnson,L,WAKE,OSNR 41-80,,,,
3826,US PRESIDENT,,Gary Johnson,L,WAKE,OSFB 1-40,,,,
3827,US PRESIDENT,,Gary Johnson,L,WAKE,OSFB 81-91,,,,
3828,US PRESIDENT,,Gary Johnson,L,WAKE,OSCA 41-80,,,,
3829,US PRESIDENT,,Gary Johnson,L,WAKE,20-15,96,,,
3830,US PRESIDENT,,Gary Johnson,L,WAKE,20-10,98,,,
3831,US PRESIDENT,,Gary Johnson,L,WAKE,15-Jan,57,,,
3832,US PRESIDENT,,Gary Johnson,L,WAKE,10-Jan,47,,,
3833,US PRESIDENT,,Gary Johnson,L,WAKE,13-Jan,37,,,
3834,US PRESIDENT,,Gary Johnson,L,WAKE,5-Apr,125,,,
3835,US PRESIDENT,,Gary Johnson,L,WAKE,7-Dec,77,,,
3836,US PRESIDENT,,Gary Johnson,L,WAKE,2-Sep,66,,,
3837,US PRESIDENT,,Gary Johnson,L,WAKE,1-Jul,59,,,
3838,US PRESIDENT,,Gary Johnson,L,WAKE,15-01,125,,,
3839,US PRESIDENT,,Gary Johnson,L,WAKE,13-07,71,,,
3840,US PRESIDENT,,Gary Johnson,L,WAKE,8-Dec,141,,,
3841,US PRESIDENT,,Gary Johnson,L,WAKE,15-02,194,,,
3842,US PRESIDENT,,Gary Johnson,L,WAKE,15-04,76,,,
3843,US PRESIDENT,,Gary Johnson,L,WAKE,16-01,65,,,
3844,US PRESIDENT,,Gary Johnson,L,WAKE,18-02,133,,,
3845,US PRESIDENT,,Gary Johnson,L,WAKE,16-06,41,,,
3846,US PRESIDENT,,Gary Johnson,L,WAKE,OSOP 1-40,,,,
3847,US PRESIDENT,,Gary Johnson,L,WAKE,OSNB 41-80,,,,
3848,US PRESIDENT,,Gary Johnson,L,WAKE,OSAP 81-91,,,,
3849,US PRESIDENT,,Gary Johnson,L,WAKE,ABSEN 1-40,,,,
3850,US PRESIDENT,,Gary Johnson,L,WAKE,OSAB 81-91,,,,
3851,US PRESIDENT,,Gary Johnson,L,WAKE,19-16,69,,,
3852,US PRESIDENT,,Gary Johnson,L,WAKE,OSLL 41-80,,,,
3853,US PRESIDENT,,Gary Johnson,L,WAKE,OSNB 81-91,,,,
3854,US PRESIDENT,,Gary Johnson,L,WAKE,OSZB 41-80,,,,
3855,US PRESIDENT,,Gary Johnson,L,WAKE,TRANS 1-40,,,,
3856,US PRESIDENT,,Gary Johnson,L,WAKE,19-13,59,,,
3857,US PRESIDENT,,Gary Johnson,L,WAKE,19-10,230,,,
3858,US PRESIDENT,,Gary Johnson,L,WAKE,4-Dec,125,,,
3859,US PRESIDENT,,Gary Johnson,L,WAKE,1-07A,3,,,
3860,US PRESIDENT,,Gary Johnson,L,WAKE,Jan-50,33,,,
3861,US PRESIDENT,,Gary Johnson,L,WAKE,7-Jan,63,,,
3862,US PRESIDENT,,Gary Johnson,L,WAKE,4-Jan,45,,,
3863,US PRESIDENT,,Gary Johnson,L,WAKE,1-Jan,63,,,
3864,US PRESIDENT,,Gary Johnson,L,WAKE,Jan-34,8,,,
3865,US PRESIDENT,,Gary Johnson,L,WAKE,6-May,97,,,
3866,US PRESIDENT,,Gary Johnson,L,WAKE,1-May,125,,,
3867,US PRESIDENT,,Gary Johnson,L,WAKE,11-Aug,132,,,
3868,US PRESIDENT,,Gary Johnson,L,WAKE,14-01,23,,,
3869,US PRESIDENT,,Gary Johnson,L,WAKE,OSCB 41-80,,,,
3870,US PRESIDENT,,Gary Johnson,L,WAKE,OSLOB 1-40,,,,
3871,US PRESIDENT,,Gary Johnson,L,WAKE,OSWA 1-40,,,,
3872,US PRESIDENT,,Gary Johnson,L,WAKE,OSWA 81-91,,,,
3873,US PRESIDENT,,Gary Johnson,L,WAKE,OSOP 41-80,,,,
3874,US PRESIDENT,,Gary Johnson,L,WAKE,OSKD 41-80,,,,
3875,US PRESIDENT,,Gary Johnson,L,WAKE,OSKD 1-40,,,,
3876,US PRESIDENT,,Gary Johnson,L,WAKE,OSNR 1-40,,,,
3877,US PRESIDENT,,Gary Johnson,L,WAKE,3-Sep,56,,,
3878,US PRESIDENT,,Gary Johnson,L,WAKE,12-Jul,78,,,
3879,US PRESIDENT,,Gary Johnson,L,WAKE,12-Apr,87,,,
3880,US PRESIDENT,,Gary Johnson,L,WAKE,5-Feb,43,,,
3881,US PRESIDENT,,Gary Johnson,L,WAKE,2-Feb,181,,,
3882,US PRESIDENT,,Gary Johnson,L,WAKE,Jan-36,85,,,
3883,US PRESIDENT,,Gary Johnson,L,WAKE,Jan-37,72,,,
3884,US PRESIDENT,,Gary Johnson,L,WAKE,21-Jan,144,,,
3885,US PRESIDENT,,Gary Johnson,L,WAKE,22-Jan,37,,,
3886,US PRESIDENT,,Gary Johnson,L,WAKE,19-15,69,,,
3887,US PRESIDENT,,Gary Johnson,L,WAKE,19-12,172,,,
3888,US PRESIDENT,,Gary Johnson,L,WAKE,18-06,153,,,
3889,US PRESIDENT,,Gary Johnson,L,WAKE,13-09,94,,,
3890,US PRESIDENT,,Gary Johnson,L,WAKE,13-06,95,,,
3891,US PRESIDENT,,Gary Johnson,L,WAKE,1-Dec,155,,,
3892,US PRESIDENT,,Gary Johnson,L,WAKE,2-Dec,143,,,
3893,US PRESIDENT,,Gary Johnson,L,WAKE,17-01,55,,,
3894,US PRESIDENT,,Gary Johnson,L,WAKE,15-03,111,,,
3895,US PRESIDENT,,Gary Johnson,L,WAKE,18-01,210,,,
3896,US PRESIDENT,,Gary Johnson,L,WAKE,17-05,86,,,
3897,US PRESIDENT,,Gary Johnson,L,WAKE,17-04,147,,,
3898,US PRESIDENT,,Gary Johnson,L,WAKE,18-07,110,,,
3899,US PRESIDENT,,Gary Johnson,L,WAKE,17-07,60,,,
3900,US PRESIDENT,,Gary Johnson,L,WAKE,17-10,24,,,
3901,US PRESIDENT,,Gary Johnson,L,WAKE,13-11,107,,,
3902,US PRESIDENT,,Gary Johnson,L,WAKE,6-Feb,68,,,
3903,US PRESIDENT,,Gary Johnson,L,WAKE,Jan-48,92,,,
3904,US PRESIDENT,,Gary Johnson,L,WAKE,Jan-43,68,,,
3905,US PRESIDENT,,Gary Johnson,L,WAKE,Jan-45,66,,,
3906,US PRESIDENT,,Gary Johnson,L,WAKE,PROVI 81-91,,,,
3907,US PRESIDENT,,Gary Johnson,L,WAKE,20-03,162,,,
3908,US PRESIDENT,,Gary Johnson,L,WAKE,ABSEN 41-80,,,,
3909,US PRESIDENT,,Gary Johnson,L,WAKE,OSAB 1-40,,,,
3910,US PRESIDENT,,Gary Johnson,L,WAKE,20-12,102,,,
3911,US PRESIDENT,,Gary Johnson,L,WAKE,3-Oct,63,,,
3912,US PRESIDENT,,Gary Johnson,L,WAKE,7-Jun,96,,,
3913,US PRESIDENT,,Gary Johnson,L,WAKE,21-Apr,79,,,
3914,US PRESIDENT,,Gary Johnson,L,WAKE,16-Apr,81,,,
3915,US PRESIDENT,,Gary Johnson,L,WAKE,14-Jan,94,,,
3916,US PRESIDENT,,Gary Johnson,L,WAKE,17-Jan,41,,,
3917,US PRESIDENT,,Gary Johnson,L,WAKE,19-Jan,9,,,
3918,US PRESIDENT,,Gary Johnson,L,WAKE,OSTC 1-40,,,,
3919,US PRESIDENT,,Gary Johnson,L,WAKE,OSWD 1-40,,,,
3920,US PRESIDENT,,Gary Johnson,L,WAKE,OSFV 1-40,,,,
3921,US PRESIDENT,,Gary Johnson,L,WAKE,OSFB 41-80,,,,
3922,US PRESIDENT,,Gary Johnson,L,WAKE,12-Jan,60,,,
3923,US PRESIDENT,,Gary Johnson,L,WAKE,6-Apr,85,,,
3924,US PRESIDENT,,Gary Johnson,L,WAKE,4-Apr,46,,,
3925,US PRESIDENT,,Gary Johnson,L,WAKE,18-Apr,100,,,
3926,US PRESIDENT,,Gary Johnson,L,WAKE,19-Apr,79,,,
3927,US PRESIDENT,,Gary Johnson,L,WAKE,3-Apr,64,,,
3928,US PRESIDENT,,Gary Johnson,L,WAKE,19-07,88,,,
3929,US PRESIDENT,,Gary Johnson,L,WAKE,20-06B,159,,,
3930,US PRESIDENT,,Gary Johnson,L,WAKE,4-Jul,156,,,
3931,US PRESIDENT,,Gary Johnson,L,WAKE,7-Jul,137,,,
3932,US PRESIDENT,,Gary Johnson,L,WAKE,8-Jun,77,,,
3933,US PRESIDENT,,Gary Johnson,L,WAKE,20-14,168,,,
3934,US PRESIDENT,,Gary Johnson,L,WAKE,ABSEN 81-91,,,,
3935,US PRESIDENT,,Gary Johnson,L,WAKE,OSAB 41-80,,,,
3936,US PRESIDENT,,Gary Johnson,L,WAKE,OSCH 1-40,,,,
3937,US PRESIDENT,,Donald J. Trump,R,WAKE,OSNB 41-80,,,,
3938,US PRESIDENT,,Donald J. Trump,R,WAKE,OSAP 81-91,,,,
3939,US PRESIDENT,,Donald J. Trump,R,WAKE,OSAV 1-40,,,,
3940,US PRESIDENT,,Donald J. Trump,R,WAKE,13-08,366,,,
3941,US PRESIDENT,,Donald J. Trump,R,WAKE,1-Oct,680,,,
3942,US PRESIDENT,,Donald J. Trump,R,WAKE,2-Sep,958,,,
3943,US PRESIDENT,,Donald J. Trump,R,WAKE,9-Jun,2082,,,
3944,US PRESIDENT,,Donald J. Trump,R,WAKE,12-Jul,695,,,
3945,US PRESIDENT,,Donald J. Trump,R,WAKE,15-02,2189,,,
3946,US PRESIDENT,,Donald J. Trump,R,WAKE,16-06,378,,,
3947,US PRESIDENT,,Donald J. Trump,R,WAKE,Jan-45,552,,,
3948,US PRESIDENT,,Donald J. Trump,R,WAKE,Jan-48,403,,,
3949,US PRESIDENT,,Donald J. Trump,R,WAKE,7-May,1403,,,
3950,US PRESIDENT,,Donald J. Trump,R,WAKE,4-Jun,1181,,,
3951,US PRESIDENT,,Donald J. Trump,R,WAKE,6-Feb,1252,,,
3952,US PRESIDENT,,Donald J. Trump,R,WAKE,OSCH 1-40,,,,
3953,US PRESIDENT,,Donald J. Trump,R,WAKE,OSLOB 81-91,,,,
3954,US PRESIDENT,,Donald J. Trump,R,WAKE,OSFB 81-91,,,,
3955,US PRESIDENT,,Donald J. Trump,R,WAKE,OSWD 1-40,,,,
3956,US PRESIDENT,,Donald J. Trump,R,WAKE,PROVI 81-91,,,,
3957,US PRESIDENT,,Donald J. Trump,R,WAKE,12-Jan,515,,,
3958,US PRESIDENT,,Donald J. Trump,R,WAKE,19-Jan,47,,,
3959,US PRESIDENT,,Donald J. Trump,R,WAKE,17-Jan,403,,,
