,office,district,candidate,party,parent_jurisdiction,jurisdiction,votes,absentee_votes,precinct
793,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,20,1485.0,0.0,DAVIDSON 20
794,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,34,503.0,0.0,DAVIDSON 34
795,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,14,1075.0,0.0,DAVIDSON 14
796,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,54,1087.0,0.0,DAVIDSON 54
797,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,4,2788.0,0.0,DAVIDSON 4
798,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,28,1116.0,0.0,DAVIDSON 28
799,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,62,233.0,0.0,DAVIDSON 62
800,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,46,1311.0,0.0,DAVIDSON 46
801,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,76,1734.0,0.0,DAVIDSON 76
802,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,84,2358.0,0.0,DAVIDSON 84
803,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,52,2323.0,0.0,DAVIDSON 52
804,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,36,283.0,0.0,DAVIDSON 36
805,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,12,436.0,0.0,DAVIDSON 12
806,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,86A,1297.0,0.0,DAVIDSON 86A
807,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,72,1469.0,0.0,DAVIDSON 72
808,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,78,1712.0,0.0,DAVIDSON 78
809,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,18,1092.0,0.0,DAVIDSON 18
810,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,30,200.0,0.0,DAVIDSON 30
811,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,50,1897.0,0.0,DAVIDSON 50
812,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,56,737.0,0.0,DAVIDSON 56
813,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,60,1679.0,0.0,DAVIDSON 60
814,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,26,482.0,0.0,DAVIDSON 26
815,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,10,1202.0,0.0,DAVIDSON 10
816,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,6,1447.0,0.0,DAVIDSON 6
817,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,40,625.0,0.0,DAVIDSON 40
818,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,24,626.0,0.0,DAVIDSON 24
819,US PRESIDENT,,Donald J. Trump,R,DAVIDSON,66,547.0,0.0,DAVIDSON 66
820,US PRESIDENT,,Hillary Clinton,D,CRAVEN,3,700.0,49.0,CRAVEN 3
821,US PRESIDENT,,Hillary Clinton,D,CRAVEN,13,91.0,0.0,CRAVEN 13
822,US PRESIDENT,,Hillary Clinton,D,CRAVEN,10,200.0,5.0,CRAVEN 10
823,US PRESIDENT,,Hillary Clinton,D,CRAVEN,20,752.0,58.0,CRAVEN 20
824,US PRESIDENT,,Hillary Clinton,D,CRAVEN,N3,616.0,23.0,CRAVEN N3
825,US PRESIDENT,,Hillary Clinton,D,CRAVEN,N4,1408.0,57.0,CRAVEN N4
826,US PRESIDENT,,Hillary Clinton,D,CRAVEN,17,321.0,19.0,CRAVEN 17
827,US PRESIDENT,,Hillary Clinton,D,CRAVEN,15,203.0,3.0,CRAVEN 15
828,US PRESIDENT,,Hillary Clinton,D,CRAVEN,12,36.0,0.0,CRAVEN 12
829,US PRESIDENT,,Hillary Clinton,D,CRAVEN,4,348.0,13.0,CRAVEN 4
830,US PRESIDENT,,Hillary Clinton,D,CRAVEN,7,681.0,36.0,CRAVEN 7
831,US PRESIDENT,,Hillary Clinton,D,CRAVEN,6,490.0,19.0,CRAVEN 6
832,US PRESIDENT,,Hillary Clinton,D,CRAVEN,9,192.0,2.0,CRAVEN 9
833,US PRESIDENT,,Hillary Clinton,D,CRAVEN,N2,1139.0,38.0,CRAVEN N2
834,US PRESIDENT,,Hillary Clinton,D,CRAVEN,23,1180.0,80.0,CRAVEN 23
835,US PRESIDENT,,Hillary Clinton,D,CRAVEN,N1,933.0,55.0,CRAVEN N1
836,US PRESIDENT,,Hillary Clinton,D,CRAVEN,11,377.0,18.0,CRAVEN 11
837,US PRESIDENT,,Hillary Clinton,D,CRAVEN,21,531.0,23.0,CRAVEN 21
838,US PRESIDENT,,Hillary Clinton,D,CRAVEN,14,877.0,25.0,CRAVEN 14
839,US PRESIDENT,,Hillary Clinton,D,CRAVEN,2,1808.0,52.0,CRAVEN 2
840,US PRESIDENT,,Hillary Clinton,D,CRAVEN,8,283.0,2.0,CRAVEN 8
841,US PRESIDENT,,Hillary Clinton,D,CRAVEN,5,604.0,32.0,CRAVEN 5
842,US PRESIDENT,,Hillary Clinton,D,CRAVEN,16,762.0,52.0,CRAVEN 16
843,US PRESIDENT,,Hillary Clinton,D,CRAVEN,19,962.0,39.0,CRAVEN 19
844,US PRESIDENT,,Hillary Clinton,D,CRAVEN,N5,851.0,36.0,CRAVEN N5
845,US PRESIDENT,,Hillary Clinton,D,CRAVEN,N6,1285.0,85.0,CRAVEN N6
846,US PRESIDENT,,Gary Johnson,L,CRAVEN,5,63.0,6.0,CRAVEN 5
847,US PRESIDENT,,Gary Johnson,L,CRAVEN,8,6.0,0.0,CRAVEN 8
848,US PRESIDENT,,Gary Johnson,L,CRAVEN,11,49.0,1.0,CRAVEN 11
849,US PRESIDENT,,Gary Johnson,L,CRAVEN,N6,100.0,6.0,CRAVEN N6
850,US PRESIDENT,,Gary Johnson,L,CRAVEN,N5,29.0,0.0,CRAVEN N5
851,US PRESIDENT,,Gary Johnson,L,CRAVEN,20,51.0,3.0,CRAVEN 20
852,US PRESIDENT,,Gary Johnson,L,CRAVEN,16,78.0,5.0,CRAVEN 16
853,US PRESIDENT,,Gary Johnson,L,CRAVEN,19,34.0,1.0,CRAVEN 19
854,US PRESIDENT,,Gary Johnson,L,CRAVEN,14,38.0,3.0,CRAVEN 14
855,US PRESIDENT,,Gary Johnson,L,CRAVEN,4,30.0,2.0,CRAVEN 4
856,US PRESIDENT,,Gary Johnson,L,CRAVEN,7,30.0,3.0,CRAVEN 7
857,US PRESIDENT,,Gary Johnson,L,CRAVEN,12,10.0,0.0,CRAVEN 12
858,US PRESIDENT,,Gary Johnson,L,CRAVEN,15,10.0,0.0,CRAVEN 15
859,US PRESIDENT,,Gary Johnson,L,CRAVEN,N1,43.0,2.0,CRAVEN N1
860,US PRESIDENT,,Gary Johnson,L,CRAVEN,N2,23.0,2.0,CRAVEN N2
861,US PRESIDENT,,Gary Johnson,L,CRAVEN,13,11.0,0.0,CRAVEN 13
862,US PRESIDENT,,Gary Johnson,L,CRAVEN,21,47.0,3.0,CRAVEN 21
863,US PRESIDENT,,Gary Johnson,L,CRAVEN,2,204.0,7.0,CRAVEN 2
864,US PRESIDENT,,Gary Johnson,L,CRAVEN,3,78.0,11.0,CRAVEN 3
865,US PRESIDENT,,Gary Johnson,L,CRAVEN,6,18.0,2.0,CRAVEN 6
866,US PRESIDENT,,Gary Johnson,L,CRAVEN,23,81.0,4.0,CRAVEN 23
867,US PRESIDENT,,Gary Johnson,L,CRAVEN,10,9.0,0.0,CRAVEN 10
868,US PRESIDENT,,Gary Johnson,L,CRAVEN,9,2.0,0.0,CRAVEN 9
869,US PRESIDENT,,Gary Johnson,L,CRAVEN,17,55.0,4.0,CRAVEN 17
870,US PRESIDENT,,Gary Johnson,L,CRAVEN,N3,39.0,0.0,CRAVEN N3
871,US PRESIDENT,,Gary Johnson,L,CRAVEN,N4,72.0,7.0,CRAVEN N4
872,US PRESIDENT,,Donald J. Trump,R,CRAVEN,16,1919.0,85.0,CRAVEN 16
873,US PRESIDENT,,Donald J. Trump,R,CRAVEN,20,1504.0,121.0,CRAVEN 20
874,US PRESIDENT,,Donald J. Trump,R,CRAVEN,19,1073.0,33.0,CRAVEN 19
875,US PRESIDENT,,Donald J. Trump,R,CRAVEN,11,1463.0,45.0,CRAVEN 11
876,US PRESIDENT,,Donald J. Trump,R,CRAVEN,14,1398.0,24.0,CRAVEN 14
877,US PRESIDENT,,Donald J. Trump,R,CRAVEN,13,427.0,5.0,CRAVEN 13
878,US PRESIDENT,,Donald J. Trump,R,CRAVEN,21,1400.0,40.0,CRAVEN 21
879,US PRESIDENT,,Donald J. Trump,R,CRAVEN,2,3349.0,124.0,CRAVEN 2
880,US PRESIDENT,,Donald J. Trump,R,CRAVEN,5,1289.0,69.0,CRAVEN 5
881,US PRESIDENT,,Donald J. Trump,R,CRAVEN,8,411.0,12.0,CRAVEN 8
882,US PRESIDENT,,Donald J. Trump,R,CRAVEN,N5,357.0,15.0,CRAVEN N5
883,US PRESIDENT,,Donald J. Trump,R,CRAVEN,N6,1770.0,120.0,CRAVEN N6
884,US PRESIDENT,,Donald J. Trump,R,CRAVEN,N2,326.0,13.0,CRAVEN N2
885,US PRESIDENT,,Donald J. Trump,R,CRAVEN,N1,574.0,41.0,CRAVEN N1
886,US PRESIDENT,,Donald J. Trump,R,CRAVEN,4,454.0,18.0,CRAVEN 4
887,US PRESIDENT,,Donald J. Trump,R,CRAVEN,7,1020.0,16.0,CRAVEN 7
888,US PRESIDENT,,Donald J. Trump,R,CRAVEN,12,322.0,11.0,CRAVEN 12
889,US PRESIDENT,,Donald J. Trump,R,CRAVEN,17,1205.0,59.0,CRAVEN 17
890,US PRESIDENT,,Donald J. Trump,R,CRAVEN,15,379.0,7.0,CRAVEN 15
891,US PRESIDENT,,Donald J. Trump,R,CRAVEN,3,1990.0,93.0,CRAVEN 3
892,US PRESIDENT,,Donald J. Trump,R,CRAVEN,10,419.0,8.0,CRAVEN 10
893,US PRESIDENT,,Donald J. Trump,R,CRAVEN,N4,1079.0,54.0,CRAVEN N4
894,US PRESIDENT,,Donald J. Trump,R,CRAVEN,N3,714.0,25.0,CRAVEN N3
895,US PRESIDENT,,Donald J. Trump,R,CRAVEN,23,2267.0,122.0,CRAVEN 23
896,US PRESIDENT,,Donald J. Trump,R,CRAVEN,6,431.0,11.0,CRAVEN 6
897,US PRESIDENT,,Donald J. Trump,R,CRAVEN,9,191.0,9.0,CRAVEN 9
898,US SENATE,,Sean Haugh,L,CLEVELAND,S 5,46.0,2.0,CLEVELAND S 5
899,US SENATE,,Sean Haugh,L,CLEVELAND,LAWNDL,39.0,0.0,CLEVELAND LAWNDL
900,US SENATE,,Sean Haugh,L,CLEVELAND,GROVER,63.0,1.0,CLEVELAND GROVER
901,US SENATE,,Sean Haugh,L,CLEVELAND,KINGST,23.0,0.0,CLEVELAND KINGST
902,US SENATE,,Sean Haugh,L,CLEVELAND,BR,124.0,6.0,CLEVELAND BR
903,US SENATE,,Sean Haugh,L,CLEVELAND,S C,152.0,6.0,CLEVELAND S C
904,US SENATE,,Sean Haugh,L,CLEVELAND,MULLS,66.0,3.0,CLEVELAND MULLS
905,US SENATE,,Sean Haugh,L,CLEVELAND,LATT,65.0,2.0,CLEVELAND LATT
906,US SENATE,,Sean Haugh,L,CLEVELAND,KM N,135.0,3.0,CLEVELAND KM N
907,US SENATE,,Sean Haugh,L,CLEVELAND,BETHWR,53.0,1.0,CLEVELAND BETHWR
908,US SENATE,,Sean Haugh,L,CLEVELAND,FALSTN,43.0,2.0,CLEVELAND FALSTN
909,US SENATE,,Sean Haugh,L,CLEVELAND,RIPPY,83.0,2.0,CLEVELAND RIPPY
910,US SENATE,,Sean Haugh,L,CLEVELAND,MRB-YO,49.0,2.0,CLEVELAND MRB-YO
911,US SENATE,,Sean Haugh,L,CLEVELAND,POLKVL,71.0,0.0,CLEVELAND POLKVL
912,US SENATE,,Sean Haugh,L,CLEVELAND,WACO,67.0,3.0,CLEVELAND WACO
913,US SENATE,,Sean Haugh,L,CLEVELAND,S 4A,105.0,2.0,CLEVELAND S 4A
914,US SENATE,,Sean Haugh,L,CLEVELAND,OAKGRV,77.0,4.0,CLEVELAND OAKGRV
915,US SENATE,,Sean Haugh,L,CLEVELAND,S S,145.0,3.0,CLEVELAND S S
916,US SENATE,,Sean Haugh,L,CLEVELAND,SHANGI,68.0,2.0,CLEVELAND SHANGI
917,US SENATE,,Sean Haugh,L,CLEVELAND,KM S,91.0,1.0,CLEVELAND KM S
918,US SENATE,,Sean Haugh,L,CLEVELAND,CASAR,40.0,0.0,CLEVELAND CASAR
919,US SENATE,,Richard Burr,R,CLEVELAND,GROVER,1510.0,50.0,CLEVELAND GROVER
920,US SENATE,,Richard Burr,R,CLEVELAND,S 5,875.0,32.0,CLEVELAND S 5
921,US SENATE,,Richard Burr,R,CLEVELAND,BR,2265.0,62.0,CLEVELAND BR
922,US SENATE,,Richard Burr,R,CLEVELAND,LAWNDL,595.0,21.0,CLEVELAND LAWNDL
923,US SENATE,,Richard Burr,R,CLEVELAND,WACO,1359.0,42.0,CLEVELAND WACO
924,US SENATE,,Richard Burr,R,CLEVELAND,FALSTN,867.0,17.0,CLEVELAND FALSTN
925,US SENATE,,Richard Burr,R,CLEVELAND,RIPPY,1566.0,41.0,CLEVELAND RIPPY
926,US SENATE,,Richard Burr,R,CLEVELAND,MRB-YO,759.0,19.0,CLEVELAND MRB-YO
927,US SENATE,,Richard Burr,R,CLEVELAND,MULLS,1043.0,25.0,CLEVELAND MULLS
928,US SENATE,,Richard Burr,R,CLEVELAND,LATT,1393.0,56.0,CLEVELAND LATT
929,US SENATE,,Richard Burr,R,CLEVELAND,S C,2078.0,102.0,CLEVELAND S C
930,US SENATE,,Richard Burr,R,CLEVELAND,KINGST,212.0,11.0,CLEVELAND KINGST
931,US SENATE,,Richard Burr,R,CLEVELAND,BETHWR,937.0,29.0,CLEVELAND BETHWR
932,US SENATE,,Richard Burr,R,CLEVELAND,S S,1927.0,74.0,CLEVELAND S S
933,US SENATE,,Richard Burr,R,CLEVELAND,S 4A,1527.0,59.0,CLEVELAND S 4A
934,US SENATE,,Richard Burr,R,CLEVELAND,CASAR,813.0,21.0,CLEVELAND CASAR
935,US SENATE,,Richard Burr,R,CLEVELAND,KM S,1711.0,63.0,CLEVELAND KM S
936,US SENATE,,Richard Burr,R,CLEVELAND,KM N,1876.0,81.0,CLEVELAND KM N
937,US SENATE,,Richard Burr,R,CLEVELAND,SHANGI,1256.0,26.0,CLEVELAND SHANGI
938,US SENATE,,Richard Burr,R,CLEVELAND,OAKGRV,1699.0,43.0,CLEVELAND OAKGRV
939,US SENATE,,Richard Burr,R,CLEVELAND,POLKVL,1223.0,29.0,CLEVELAND POLKVL
940,US SENATE,,Deborah K. Ross,D,CLEVELAND,LAWNDL,568.0,10.0,CLEVELAND LAWNDL
941,US SENATE,,Deborah K. Ross,D,CLEVELAND,LATT,365.0,10.0,CLEVELAND LATT
942,US SENATE,,Deborah K. Ross,D,CLEVELAND,S C,2308.0,76.0,CLEVELAND S C
943,US SENATE,,Deborah K. Ross,D,CLEVELAND,FALSTN,177.0,4.0,CLEVELAND FALSTN
944,US SENATE,,Deborah K. Ross,D,CLEVELAND,GROVER,509.0,6.0,CLEVELAND GROVER
945,US SENATE,,Deborah K. Ross,D,CLEVELAND,KM N,1113.0,31.0,CLEVELAND KM N
946,US SENATE,,Deborah K. Ross,D,CLEVELAND,KM S,1033.0,28.0,CLEVELAND KM S
947,US SENATE,,Deborah K. Ross,D,CLEVELAND,OAKGRV,457.0,15.0,CLEVELAND OAKGRV
948,US SENATE,,Deborah K. Ross,D,CLEVELAND,BETHWR,254.0,7.0,CLEVELAND BETHWR
949,US SENATE,,Deborah K. Ross,D,CLEVELAND,S 5,817.0,21.0,CLEVELAND S 5
950,US SENATE,,Deborah K. Ross,D,CLEVELAND,MULLS,226.0,6.0,CLEVELAND MULLS
951,US SENATE,,Deborah K. Ross,D,CLEVELAND,MRB-YO,206.0,3.0,CLEVELAND MRB-YO
952,US SENATE,,Deborah K. Ross,D,CLEVELAND,WACO,712.0,9.0,CLEVELAND WACO
953,US SENATE,,Deborah K. Ross,D,CLEVELAND,KINGST,429.0,2.0,CLEVELAND KINGST
954,US SENATE,,Deborah K. Ross,D,CLEVELAND,BR,835.0,25.0,CLEVELAND BR
955,US SENATE,,Deborah K. Ross,D,CLEVELAND,CASAR,94.0,5.0,CLEVELAND CASAR
956,US SENATE,,Deborah K. Ross,D,CLEVELAND,POLKVL,278.0,7.0,CLEVELAND POLKVL
957,US SENATE,,Deborah K. Ross,D,CLEVELAND,S 4A,1585.0,41.0,CLEVELAND S 4A
958,US SENATE,,Deborah K. Ross,D,CLEVELAND,S S,1790.0,49.0,CLEVELAND S S
959,US SENATE,,Deborah K. Ross,D,CLEVELAND,SHANGI,515.0,11.0,CLEVELAND SHANGI
960,US SENATE,,Deborah K. Ross,D,CLEVELAND,RIPPY,754.0,18.0,CLEVELAND RIPPY
961,US PRESIDENT,,Write-In (Miscellaneous),,CLEVELAND,POLKVL,8.0,0.0,CLEVELAND POLKVL
962,US PRESIDENT,,Write-In (Miscellaneous),,CLEVELAND,S S,19.0,1.0,CLEVELAND S S
963,US PRESIDENT,,Write-In (Miscellaneous),,CLEVELAND,S 4A,17.0,1.0,CLEVELAND S 4A
964,US PRESIDENT,,Write-In (Miscellaneous),,CLEVELAND,OAKGRV,10.0,1.0,CLEVELAND OAKGRV
965,US PRESIDENT,,Write-In (Miscellaneous),,CLEVELAND,KM N,25.0,0.0,CLEVELAND KM N
966,US PRESIDENT,,Write-In (Miscellaneous),,CLEVELAND,KM S,16.0,1.0,CLEVELAND KM S
967,US PRESIDENT,,Write-In (Miscellaneous),,CLEVELAND,SHANGI,8.0,0.0,CLEVELAND SHANGI
968,US PRESIDENT,,Write-In (Miscellaneous),,CLEVELAND,S C,50.0,0.0,CLEVELAND S C
969,US PRESIDENT,,Write-In (Miscellaneous),,CLEVELAND,KINGST,2.0,0.0,CLEVELAND KINGST
970,US PRESIDENT,,Write-In (Miscellaneous),,CLEVELAND,MRB-YO,8.0,0.0,CLEVELAND MRB-YO
971,US PRESIDENT,,Write-In (Miscellaneous),,CLEVELAND,LATT,10.0,0.0,CLEVELAND LATT
972,US PRESIDENT,,Write-In (Miscellaneous),,CLEVELAND,CASAR,7.0,0.0,CLEVELAND CASAR
973,US PRESIDENT,,Write-In (Miscellaneous),,CLEVELAND,WACO,10.0,0.0,CLEVELAND WACO
974,US PRESIDENT,,Write-In (Miscellaneous),,CLEVELAND,RIPPY,14.0,0.0,CLEVELAND RIPPY
975,US PRESIDENT,,Write-In (Miscellaneous),,CLEVELAND,FALSTN,8.0,0.0,CLEVELAND FALSTN
976,US PRESIDENT,,Write-In (Miscellaneous),,CLEVELAND,GROVER,15.0,2.0,CLEVELAND GROVER
977,US PRESIDENT,,Write-In (Miscellaneous),,CLEVELAND,S 5,9.0,0.0,CLEVELAND S 5
978,US PRESIDENT,,Write-In (Miscellaneous),,CLEVELAND,MULLS,4.0,0.0,CLEVELAND MULLS
979,US PRESIDENT,,Write-In (Miscellaneous),,CLEVELAND,BETHWR,11.0,1.0,CLEVELAND BETHWR
980,US PRESIDENT,,Write-In (Miscellaneous),,CLEVELAND,BR,48.0,2.0,CLEVELAND BR
981,US PRESIDENT,,Write-In (Miscellaneous),,CLEVELAND,LAWNDL,6.0,0.0,CLEVELAND LAWNDL
982,US PRESIDENT,,Jill Stein (Write-In),,CLEVELAND,LATT,0.0,0.0,CLEVELAND LATT
983,US PRESIDENT,,Jill Stein (Write-In),,CLEVELAND,S C,9.0,1.0,CLEVELAND S C
984,US PRESIDENT,,Jill Stein (Write-In),,CLEVELAND,WACO,3.0,0.0,CLEVELAND WACO
985,US PRESIDENT,,Jill Stein (Write-In),,CLEVELAND,MULLS,4.0,0.0,CLEVELAND MULLS
986,US PRESIDENT,,Jill Stein (Write-In),,CLEVELAND,S 5,1.0,0.0,CLEVELAND S 5
987,US PRESIDENT,,Jill Stein (Write-In),,CLEVELAND,LAWNDL,1.0,1.0,CLEVELAND LAWNDL
988,US PRESIDENT,,Jill Stein (Write-In),,CLEVELAND,GROVER,6.0,0.0,CLEVELAND GROVER
989,US PRESIDENT,,Jill Stein (Write-In),,CLEVELAND,KM S,5.0,0.0,CLEVELAND KM S
990,US PRESIDENT,,Jill Stein (Write-In),,CLEVELAND,KM N,10.0,0.0,CLEVELAND KM N
991,US PRESIDENT,,Jill Stein (Write-In),,CLEVELAND,S S,3.0,0.0,CLEVELAND S S
992,US PRESIDENT,,Jill Stein (Write-In),,CLEVELAND,SHANGI,1.0,0.0,CLEVELAND SHANGI
993,US PRESIDENT,,Jill Stein (Write-In),,CLEVELAND,S 4A,5.0,0.0,CLEVELAND S 4A
994,US PRESIDENT,,Jill Stein (Write-In),,CLEVELAND,OAKGRV,4.0,1.0,CLEVELAND OAKGRV
995,US PRESIDENT,,Jill Stein (Write-In),,CLEVELAND,POLKVL,2.0,2.0,CLEVELAND POLKVL
996,US PRESIDENT,,Jill Stein (Write-In),,CLEVELAND,BR,6.0,0.0,CLEVELAND BR
997,US PRESIDENT,,Jill Stein (Write-In),,CLEVELAND,CASAR,0.0,0.0,CLEVELAND CASAR
998,US PRESIDENT,,Jill Stein (Write-In),,CLEVELAND,KINGST,1.0,0.0,CLEVELAND KINGST
999,US PRESIDENT,,Jill Stein (Write-In),,CLEVELAND,MRB-YO,5.0,0.0,CLEVELAND MRB-YO
1000,US PRESIDENT,,Jill Stein (Write-In),,CLEVELAND,FALSTN,2.0,0.0,CLEVELAND FALSTN
1001,US PRESIDENT,,Jill Stein (Write-In),,CLEVELAND,BETHWR,2.0,0.0,CLEVELAND BETHWR
1002,US PRESIDENT,,Jill Stein (Write-In),,CLEVELAND,RIPPY,5.0,0.0,CLEVELAND RIPPY
1003,US PRESIDENT,,Hillary Clinton,D,CLEVELAND,S S,1814.0,54.0,CLEVELAND S S
1004,US PRESIDENT,,Hillary Clinton,D,CLEVELAND,S 4A,1604.0,48.0,CLEVELAND S 4A
1005,US PRESIDENT,,Hillary Clinton,D,CLEVELAND,POLKVL,281.0,3.0,CLEVELAND POLKVL
1006,US PRESIDENT,,Hillary Clinton,D,CLEVELAND,KM S,1030.0,33.0,CLEVELAND KM S
1007,US PRESIDENT,,Hillary Clinton,D,CLEVELAND,KM N,1107.0,33.0,CLEVELAND KM N
1008,US PRESIDENT,,Hillary Clinton,D,CLEVELAND,RIPPY,724.0,16.0,CLEVELAND RIPPY
1009,US PRESIDENT,,Hillary Clinton,D,CLEVELAND,LATT,343.0,13.0,CLEVELAND LATT
1010,US PRESIDENT,,Hillary Clinton,D,CLEVELAND,OAKGRV,426.0,18.0,CLEVELAND OAKGRV
1011,US PRESIDENT,,Hillary Clinton,D,CLEVELAND,S C,2371.0,82.0,CLEVELAND S C
1012,US PRESIDENT,,Hillary Clinton,D,CLEVELAND,SHANGI,510.0,11.0,CLEVELAND SHANGI
1013,US PRESIDENT,,Hillary Clinton,D,CLEVELAND,BETHWR,242.0,4.0,CLEVELAND BETHWR
1014,US PRESIDENT,,Hillary Clinton,D,CLEVELAND,CASAR,74.0,4.0,CLEVELAND CASAR
1015,US PRESIDENT,,Hillary Clinton,D,CLEVELAND,KINGST,445.0,3.0,CLEVELAND KINGST
1016,US PRESIDENT,,Hillary Clinton,D,CLEVELAND,MRB-YO,190.0,7.0,CLEVELAND MRB-YO
1017,US PRESIDENT,,Hillary Clinton,D,CLEVELAND,FALSTN,169.0,5.0,CLEVELAND FALSTN
1018,US PRESIDENT,,Hillary Clinton,D,CLEVELAND,GROVER,496.0,6.0,CLEVELAND GROVER
1019,US PRESIDENT,,Hillary Clinton,D,CLEVELAND,LAWNDL,556.0,8.0,CLEVELAND LAWNDL
1020,US PRESIDENT,,Hillary Clinton,D,CLEVELAND,S 5,812.0,19.0,CLEVELAND S 5
1021,US PRESIDENT,,Hillary Clinton,D,CLEVELAND,WACO,706.0,12.0,CLEVELAND WACO
1022,US PRESIDENT,,Hillary Clinton,D,CLEVELAND,MULLS,239.0,6.0,CLEVELAND MULLS
1023,US PRESIDENT,,Hillary Clinton,D,CLEVELAND,BR,825.0,29.0,CLEVELAND BR
1024,US PRESIDENT,,Gary Johnson,L,CLEVELAND,CASAR,18.0,0.0,CLEVELAND CASAR
1025,US PRESIDENT,,Gary Johnson,L,CLEVELAND,S 4A,65.0,4.0,CLEVELAND S 4A
1026,US PRESIDENT,,Gary Johnson,L,CLEVELAND,S S,81.0,4.0,CLEVELAND S S
1027,US PRESIDENT,,Gary Johnson,L,CLEVELAND,POLKVL,22.0,0.0,CLEVELAND POLKVL
1028,US PRESIDENT,,Gary Johnson,L,CLEVELAND,KM N,48.0,3.0,CLEVELAND KM N
1029,US PRESIDENT,,Gary Johnson,L,CLEVELAND,RIPPY,40.0,1.0,CLEVELAND RIPPY
1030,US PRESIDENT,,Gary Johnson,L,CLEVELAND,KM S,47.0,1.0,CLEVELAND KM S
1031,US PRESIDENT,,Gary Johnson,L,CLEVELAND,FALSTN,16.0,3.0,CLEVELAND FALSTN
1032,US PRESIDENT,,Gary Johnson,L,CLEVELAND,MULLS,32.0,1.0,CLEVELAND MULLS
1033,US PRESIDENT,,Gary Johnson,L,CLEVELAND,SHANGI,42.0,1.0,CLEVELAND SHANGI
1034,US PRESIDENT,,Gary Johnson,L,CLEVELAND,S C,114.0,5.0,CLEVELAND S C
1035,US PRESIDENT,,Gary Johnson,L,CLEVELAND,KINGST,9.0,0.0,CLEVELAND KINGST
1036,US PRESIDENT,,Gary Johnson,L,CLEVELAND,BR,60.0,4.0,CLEVELAND BR
1037,US PRESIDENT,,Gary Johnson,L,CLEVELAND,LATT,49.0,6.0,CLEVELAND LATT
1038,US PRESIDENT,,Gary Johnson,L,CLEVELAND,OAKGRV,41.0,4.0,CLEVELAND OAKGRV
1039,US PRESIDENT,,Gary Johnson,L,CLEVELAND,BETHWR,22.0,0.0,CLEVELAND BETHWR
1040,US PRESIDENT,,Gary Johnson,L,CLEVELAND,S 5,31.0,1.0,CLEVELAND S 5
1041,US PRESIDENT,,Gary Johnson,L,CLEVELAND,GROVER,34.0,1.0,CLEVELAND GROVER
1042,US PRESIDENT,,Gary Johnson,L,CLEVELAND,WACO,45.0,2.0,CLEVELAND WACO
1043,US PRESIDENT,,Gary Johnson,L,CLEVELAND,LAWNDL,14.0,1.0,CLEVELAND LAWNDL
1044,US PRESIDENT,,Gary Johnson,L,CLEVELAND,MRB-YO,20.0,0.0,CLEVELAND MRB-YO
